id_ligne	kpi_name	edw_group_table	kpi_label	comment	kpi_formula	pourcentage	on_off	value_type	new_field	visible	numerator_denominator	kpi_type
kpis.0071.01.01258	CELL_EUL_DOWNTIME_SYSTEM_DURATION	edw_eriran_cellb_axe1	CELL EUL (HSUPA) DOWNTIME SYSTEM DURATION	Capture period during which the Eul service in the cell has been unavailable due to operator setting, for example, the operator has locked at least one of the MOs Eul, Hsdsch, UtranCell, Pch, Rach or Fach. 	pmEulDowntimeAuto	0	1	customisateur	1	1	total	float4
kpis.0071.01.01051	CONGESTION_DL	edw_eriran_cellb_axe1	CONGESTION DL	Percentage of the capture period during which the cell was congested in the DL during the measurement period 	CASE WHEN pmTotalTimeDLCellCong/capture_duration_real*100>100 THEN 100 ELSE pmTotalTimeDLCellCong/capture_duration_real*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01052	CONGESTION_UL	edw_eriran_cellb_axe1	CONGESTION UL	Percentage of the capture period  in which the cell was congested in the UL during the measurement period 	CASE WHEN pmTotalTimeULCellCong/capture_duration_real*100>100 THEN 100 ELSE pmTotalTimeULCellCong/capture_duration_real*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01053	CSSR	edw_eriran_cellb_axe1	CSSR	Call Setup Success Rate 	CASE WHEN (pmTotNoRrcConnectReqSuccess/pmTotNoRrcConnectReq)*((pmNoRabEstablishSuccessSpeech+pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64+pmNoRabEstablishSuccessPacketInteractive+pmNoRabEstablishSuccessPacketInteractiveEul+pmNoRabEstablishSuccessPacketInteractiveHs+pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptPacketInteractive+pmNoRabEstablishAttemptPacketInteractiveEul+pmNoRabEstablishAttemptPacketInteractiveHs+pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqSuccess/pmTotNoRrcConnectReq)*((pmNoRabEstablishSuccessSpeech+pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64+pmNoRabEstablishSuccessPacketInteractive+pmNoRabEstablishSuccessPacketInteractiveEul+pmNoRabEstablishSuccessPacketInteractiveHs+pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptPacketInteractive+pmNoRabEstablishAttemptPacketInteractiveEul+pmNoRabEstablishAttemptPacketInteractiveHs+pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01054	CSSR_CS	edw_eriran_cellb_axe1	CSSR CS	Call Setup Success Rate for CS calls 	CASE WHEN (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*((pmNoRabEstablishSuccessSpeech+pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptSpeech))*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*((pmNoRabEstablishSuccessSpeech+pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptSpeech))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01055	CSSR_PS	edw_eriran_cellb_axe1	CSSR PS	Call Setup Success Rate for PS calls 	CASE WHEN (pmTotNoRrcConnectReqPsSucc/(pmTotNoRrcConnectReqPs-pmNoLoadSharingRrcConnPs))*((pmNoNormalNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive)/(pmNoNormalNasSignReleasePs+pmNoSystemNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive))*(pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive)*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqPsSucc/(pmTotNoRrcConnectReqPs-pmNoLoadSharingRrcConnPs))*((pmNoNormalNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive)/(pmNoNormalNasSignReleasePs+pmNoSystemNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive))*(pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01056	CSSR_HS	edw_eriran_cellb_axe1	CSSR HSDPA	Call Setup Success Rate for HSDPA 	CASE WHEN (pmTotNoRrcConnectReqPsSucc/(pmTotNoRrcConnectReqPs-pmNoLoadSharingRrcConnPs))*((pmNoNormalNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive)/(pmNoNormalNasSignReleasePs+pmNoSystemNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive))*(pmNoRabEstablishSuccessPacketInteractiveHs/pmNoRabEstablishAttemptPacketInteractiveHs)*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqPsSucc/(pmTotNoRrcConnectReqPs-pmNoLoadSharingRrcConnPs))*((pmNoNormalNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive)/(pmNoNormalNasSignReleasePs+pmNoSystemNasSignReleasePs+pmNoRabEstablishAttemptPacketInteractive))*(pmNoRabEstablishSuccessPacketInteractiveHs/pmNoRabEstablishAttemptPacketInteractiveHs)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01057	CSSR_NRT_PS_DATA	edw_eriran_cellb_axe1	CSSR Non Real Time PS DATA	Call Setup Success Rate for Non Real Time PS DATA 	CASE WHEN (pmTotNoRrcConnectReqPsSucc/pmTotNoRrcConnectReqPs)*(pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive)*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqPsSucc/pmTotNoRrcConnectReqPs)*(pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01058	CSSR_RT_PS_DATA	edw_eriran_cellb_axe1	CSSR Real Time PS DATA	Call Setup Success Rate for Real Time PS DATA 	CASE WHEN (pmTotNoRrcConnectReqPsSucc/pmTotNoRrcConnectReqPs)*((pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqPsSucc/pmTotNoRrcConnectReqPs)*((pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01059	CSSR_SPEECH	edw_eriran_cellb_axe1	CSSR SPEECH	Call Setup Success Rate for Speech 	CASE WHEN (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*(pmNoRabEstablishSuccessSpeech/(pmNoRabEstablishAttemptSpeech-pmNoDirRetryAtt))*((pmNoNormalNasSignReleaseCs+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptAmrWb+pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64)/(pmNoNormalNasSignReleaseCs+pmNoRabEstablishSuccessSpeech+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptAmrWb+pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64))*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*(pmNoRabEstablishSuccessSpeech/(pmNoRabEstablishAttemptSpeech-pmNoDirRetryAtt))*((pmNoNormalNasSignReleaseCs+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptAmrWb+pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64)/(pmNoNormalNasSignReleaseCs+pmNoRabEstablishSuccessSpeech+pmNoRabEstablishAttemptSpeech+pmNoRabEstablishAttemptAmrWb+pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01060	CSSR_RT_CS_DATA	edw_eriran_cellb_axe1	CSSR Real Time CS DATA	Call Setup Success Rate for Real Time CS DATA 	CASE WHEN (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*(pmNoRabEstablishSuccessCS64/pmNoRabEstablishAttemptCS64)*100>100 THEN 100 ELSE (pmTotNoRrcConnectReqCsSucc/pmTotNoRrcConnectReqCs)*(pmNoRabEstablishSuccessCS64/pmNoRabEstablishAttemptCS64)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01061	DL_CODE_UTILIZATION_HS	edw_eriran_cellb_axe1	DL CODE UTILIZATION HS	Average number of DL codes occupied for A-DCH per cell 	pmSumPsHsAdchRabEstablish/pmSamplesPsHsAdchRabEstablish	0	1	customisateur	1	1	total	float4
kpis.0071.01.01062	DL_CODE_UTILIZATION_NRT_PS_DATA	edw_eriran_cellb_axe1	DL CODE UTILIZATION Non Real Time PS DATA	Average number of DL codes occupied for Rel99 Non Real Time PS DATA traffic per cell 	pmSumPsInteractive/pmSamplesPsInteractive	0	1	customisateur	1	1	total	float4
kpis.0071.01.01063	DL_CODE_UTILIZATION_RT_PS_DATA	edw_eriran_cellb_axe1	DL CODE UTILIZATION Real Time PS DATA	Average number of DL codes occupied for Rel99 Real Time PS DATA 	(pmSumPsStr64Ps8RabEstablish/pmSamplesPsStr64Ps8RabEstablish)+(pmSumPsStr128Ps8RabEstablish/pmSamplesPsStr128Ps8RabEstablish)	0	1	customisateur	1	1	total	float4
kpis.0071.01.01064	DL_CODE_UTILIZATION_SPEECH	edw_eriran_cellb_axe1	DL CODE UTILIZATION SPEECH	Average number of DL codes occupied for speech traffic per cell 	(pmSumCs12RabEstablish/pmSamplesCs12RabEstablish)+(pmSumAmr12200RabEstablish/pmSamplesAmr12200RabEstablish)+(pmSumAmr7950RabEstablish/pmSamplesAmr7950RabEstablish)+(pmSumAmr5900RabEstablish/pmSamplesAmr5900RabEstablish)+(pmSumAmr4750RabEstablish/pmSamplesAmr4750RabEstablish)	0	1	customisateur	1	1	total	float4
kpis.0071.01.01065	DL_CODE_UTILIZATION_SPEECH_CS12	edw_eriran_cellb_axe1	DL CODE UTILIZATION SPEECH CS12	Average number of DL codes occupied for speech traffic per cell for CS12 traffic 	(pmSumCs12RabEstablish/pmSamplesCs12RabEstablish)	0	1	customisateur	1	1	total	float4
kpis.0071.01.01066	DL_CODE_UTILIZATION_RT_CS_DATA	edw_eriran_cellb_axe1	DL CODE UTILIZATION Real Time CS DATA	Average number of DL codes occupied for Real Time CS DATA traffic per cell 	(pmSumCs64RabEstablish/pmSamplesCs64RabEstablish)	0	1	customisateur	1	1	total	float4
kpis.0071.01.01067	DL_TOT_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL TOT Non Real Time PS DATA THROUGHPUT	DL Total throughput for all Non Real Time PS DATA RB irrespective of the corresponding transport channel (DCH, FACH, E-DCH, HS-DSCH) including user data, retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumActDlRlcTotPacketThp/pmSamplesActDlRlcTotPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01068	DL_USER_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL USER Non Real Time PS DATA THROUGHPUT	DL User throughput for Non Real Time PS DATA RB irrespective of the corresponding transport channel (DCH, FACH, E-DCH, HS-DSCH) including user data, but excluding retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumActDlRlcUserPacketThp/pmSamplesActDlRlcUserPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01069	DL_DCH_TOT_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL DCH TOT Non Real Time PS DATA THROUGHPUT	DL Total throughput for all PS DCH Non Real Time DATA RB including user data, retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumDchDlRlcTotPacketThp/pmSamplesDchDlRlcTotPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01070	DL_DCH_USER_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL DCH USER Non Real Time PS DATA THROUGHPUT	DL User throughput for PS DCH Non Real Time DATA RB including user data, but excluding retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumDchDlRlcUserPacketThp/pmSamplesDchDlRlcUserPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01071	DL_HS_TOT_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL HS TOT Non Real Time PS DATA THROUGHPUT	DL Total throughput for all PS HSDPA Non Real Time DATA RB including user data, retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumHsDlRlcTotPacketThp/pmSamplesHsDlRlcTotPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01072	DL_HS_USER_NRT_PS_DATA_THROUGHPUT	edw_eriran_cellb_axe1	DL HS USER Non Real Time PS DATA THROUGHPUT	DL User throughput for PS HSDPA Non Real Time DATA RB including user data, but excluding retransmissions, padding bits, data PDU headers and RLC control PDUs 	pmSumHsDlRlcUserPacketThp/pmSamplesHsDlRlcUserPacketThp	0	1	customisateur	1	1	total	float4
kpis.0071.01.01073	DROPPED_CALL_RATE_SPEECH_DUE_TO_HO	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH DUE TO HO	Percentage of dropped speech calls due to HO 	CASE WHEN 100*pmNoSysRelSpeechSoHo/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch)>100 THEN 100 ELSE 100*pmNoSysRelSpeechSoHo/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch) END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01075	DROPPED_CALL_RATE_RT_CS_DATA_DUE_TO_LC	edw_eriran_cellb_axe1	DROPPED CALL RATE Real Time CS DATA DUE TO LC	Percentage of dropped Real Time CS DATA calls due to congestion 	CASE WHEN 100*pmNoOfTermCsCong/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch)>100 THEN 100 ELSE 100*pmNoOfTermCsCong/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch) END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01076	DROPPED_CALL_RATE_SPEECH_DUE_MISSING_NEIGHBORS	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH DUE MISSING NEIGHBORS	Percentage of dropped speech calls due to missing neighbors 	CASE WHEN 100*pmNoSysRelSpeechNeighbr/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch)>100 THEN 100 ELSE 100*pmNoSysRelSpeechNeighbr/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch) END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01199	DROPPED_CALL_RATE_SPEECH_OTHER_CAUSES	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH OTHER CAUSES	Percentage of dropped speech calls due to other causes 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01077	DROPPED_CALL_RATE_SPEECH_LOST_UL_SYNCH	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH LOST UL SYNCH	Percentage of dropped speech calls due to lost UL synchronisation 	CASE WHEN 100*pmNoSysRelSpeechUlSynch/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch)>100 THEN 100 ELSE 100*pmNoSysRelSpeechUlSynch/(pmNoSysRelSpeechSoHo+pmNoOfTermCsCong+pmNoSysRelSpeechNeighbr+pmNoSysRelSpeechUlSynch) END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01227	DROPPED_CALL_RATE_SPEECH_IU	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH IU	Percentage of dropped speech calls due to Iu-interface related problem for CS voice. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01228	DROPPED_CALL_RATE_SPEECH_IUR	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH IUR	Percentage of dropped speech calls due to drift RNC procedures (for example radio link reconfiguration failure in DRNC) for CS voice. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01229	DROPPED_CALL_RATE_SPEECH_RADIO	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH RADIO	Percentage of dropped speech calls due to radio interface synchronisation for CS voice 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01230	DROPPED_CALL_RATE_SPEECH_RNC	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH RNC	Percentage of dropped speech calls due to some reason not covered by the other failure counters for CS voice. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01231	DROPPED_CALL_RATE_SPEECH_BTS	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH BTS	Percentage of dropped speech calls due to BTS (for example radio link setup or reconfiguration problem) for CS voice. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01232	DROPPED_CALL_RATE_SPEECH_UE	edw_eriran_cellb_axe1	DROPPED CALL RATE SPEECH UE	Percentage of dropped speech calls due to UE for CS voice. 	CASE WHEN NULL>100 THEN 100 ELSE NULL END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01078	HS_CELL_CHANGE_SR	edw_eriran_cellb_axe1	HS CELL CHANGE SR	Cell Change Success Rate for HSDPA 	CASE WHEN (pmNoHsCcSuccess/pmNoHsCcAttempt)*100>100 THEN 100 ELSE (pmNoHsCcSuccess/pmNoHsCcAttempt)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01079	NB_HS_CELL_CHANGE_ATTEMPTS	edw_eriran_cellb_axe1	NB HS CELL CHANGE ATTEMPTS	Number of attempted Serving HS-DSCH Cell change. 	pmNoHsCcAttempt	0	1	customisateur	1	1	total	float4
kpis.0071.01.01080	NB_HS_CELL_CHANGE_SUCCESS	edw_eriran_cellb_axe1	NB HS CELL CHANGE SUCCESS	Number of successful Serving HS-DSCH Cell change. 	pmNoHsCcSuccess	0	1	customisateur	1	1	total	float4
kpis.0071.01.01081	EUL_CELL_CHANGE_SR	edw_eriran_cellb_axe1	EUL (HSUPA) CELL CHANGE SR	Cell Change Success Rate for E-DCH 	CASE WHEN (pmNoEulCcSuccess/pmNoEulCcAttempt)*100>100 THEN 100 ELSE (pmNoEulCcSuccess/pmNoEulCcAttempt)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01082	NB_EUL_CELL_CHANGE_ATTEMPTS	edw_eriran_cellb_axe1	NB EUL (HSUPA) CELL CHANGE ATTEMPTS	Number of attempted Serving E-DCH Cell Changes 	pmNoEulCcAttempt	0	1	customisateur	1	1	total	float4
kpis.0071.01.01083	NB_EUL_CELL_CHANGE_SUCCESS	edw_eriran_cellb_axe1	NB EUL (HSUPA) CELL CHANGE SUCCESS	Number of successful Serving E-DCH Cell Changes 	pmNoEulCcSuccess	0	1	customisateur	1	1	total	float4
kpis.0071.01.01084	NRT_PS_DATA_DROPS	edw_eriran_cellb_axe1	Non Real Time PS DATA DROPS	Total number of Non Real Time PS DATA drops 	(pmNoSystemRabReleasePacket-pmNoSystemRbReleaseHs-pmNoSystemRabReleasePacketUra)	0	1	customisateur	1	1	total	float4
kpis.0071.01.01085	NRT_PS_DATA_RAB_ATTEMPTS	edw_eriran_cellb_axe1	Non Real Time PS DATA  RAB ATTEMPTS	Total number of RAB attempts for Non Real Time PS DATA  	pmNoRabEstablishAttemptPacketInteractive	0	1	customisateur	1	1	total	float4
kpis.0071.01.01086	RAB_BLOCKING_HS	edw_eriran_cellb_axe1	RAB BLOCKING HS	Percentage of RAB Establishments blocked by AC - HSDPA 	CASE WHEN (pmNoOfNonHoReqDeniedHs/pmNoRabEstablishAttemptPacketInteractiveHs)*100>100 THEN 100 ELSE (pmNoOfNonHoReqDeniedHs/pmNoRabEstablishAttemptPacketInteractiveHs)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01087	RAB_BLOCKING_NRT_PS_DATA	edw_eriran_cellb_axe1	RAB BLOCKING Non Real Time PS DATA	Percentage of RAB Establishments blocked by Admission Control - Non Real Time PS DATA  	CASE WHEN pmNoOfNonHoReqDeniedInteractive/pmNoRabEstablishAttemptPacketInteractive*100>100 THEN 100 ELSE pmNoOfNonHoReqDeniedInteractive/pmNoRabEstablishAttemptPacketInteractive*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01088	RAB_BLOCKING_RT_PS_DATA	edw_eriran_cellb_axe1	RAB BLOCKING Real Time PS DATA	Percentage of RAB Establishments blocked by Admission Control - Real Time PS DATA 	CASE WHEN ((pmNoOfNonHoReqDeniedPsStreaming+pmNoOfNonHoReqDeniedPsStr128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100>100 THEN 100 ELSE ((pmNoOfNonHoReqDeniedPsStreaming+pmNoOfNonHoReqDeniedPsStr128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01089	RAB_BLOCKING_SPEECH	edw_eriran_cellb_axe1	RAB BLOCKING SPEECH	Percentage of RAB Establishments blocked by Admission Control - Speech 	CASE WHEN (pmNoOfNonHoReqDeniedSpeech/pmNoRabEstablishAttemptSpeech)*100>100 THEN 100 ELSE (pmNoOfNonHoReqDeniedSpeech/pmNoRabEstablishAttemptSpeech)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01090	RAB_BLOCKING_RT_CS_DATA	edw_eriran_cellb_axe1	RAB BLOCKING Real Time CS DATA	Percentage of RAB Establishments blocked by Admission Control - Real Time CS DATA 	CASE WHEN (pmNoOfNonHoReqDeniedCs/(pmNoRabEstablishAttemptCS64+pmNoRabEstablishAttemptCs57))*100>100 THEN 100 ELSE (pmNoOfNonHoReqDeniedCs/(pmNoRabEstablishAttemptCS64+pmNoRabEstablishAttemptCs57))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01091	RAB_ESTABLISHMENT_SR_NRT_PS_DATA	edw_eriran_cellb_axe1	RAB ESTABLISHMENT SR Non Real Time PS DATA	RAB establishment success rate for Non Real Time PS DATA 	CASE WHEN 100*pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive>100 THEN 100 ELSE 100*pmNoRabEstablishSuccessPacketInteractive/pmNoRabEstablishAttemptPacketInteractive END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01092	RAB_ESTABLISHMENT_SR_RT_PS_DATA	edw_eriran_cellb_axe1	RAB ESTABLISHMENT SR Real Time PS DATA	RAB establishment success rate for Real Time PS DATA 	CASE WHEN ((pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100>100 THEN 100 ELSE ((pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128)/(pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128))*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01093	RAB_ESTABLISHMENT_SR_SPEECH	edw_eriran_cellb_axe1	RAB ESTABLISHMENT SR SPEECH	RAB establishment success rate for Speech without redirected attempts to 2G 	CASE WHEN (pmNoRabEstablishSuccessSpeech/pmNoRabEstablishAttemptSpeech)*100>100 THEN 100 ELSE (pmNoRabEstablishSuccessSpeech/pmNoRabEstablishAttemptSpeech)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01094	RAB_ESTABLISHMENT_SR_RT_CS_DATA	edw_eriran_cellb_axe1	RAB ESTABLISHMENT SR Real Time CS DATA	RAB establishment success rate for Real Time CS DATA 	CASE WHEN pmNoRabEstablishSuccessCS64/pmNoRabEstablishAttemptCS64*100>100 THEN 100 ELSE pmNoRabEstablishSuccessCS64/pmNoRabEstablishAttemptCS64*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01095	RAB_ESTABLISHMENT_SR	edw_eriran_cellb_axe1	RAB ESTABLISHMENT SR	RAB establishment success rate 	CASE WHEN (pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64+pmNoRabEstablishSuccessPacketInteractive+pmNoRabEstablishSuccessPacketInteractiveEul+pmNoRabEstablishSuccessPacketInteractiveHs+pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128+pmNoRabEstablishSuccessSpeech)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptPacketInteractive+pmNoRabEstablishAttemptPacketInteractiveEul+pmNoRabEstablishAttemptPacketInteractiveHs+pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128+pmNoRabEstablishAttemptSpeech)*100>100 THEN 100 ELSE (pmNoRabEstablishSuccessCs57+pmNoRabEstablishSuccessCs64+pmNoRabEstablishSuccessPacketInteractive+pmNoRabEstablishSuccessPacketInteractiveEul+pmNoRabEstablishSuccessPacketInteractiveHs+pmNoRabEstablishSuccessPacketStream+pmNoRabEstablishSuccessPacketStream128+pmNoRabEstablishSuccessSpeech)/(pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptPacketInteractive+pmNoRabEstablishAttemptPacketInteractiveEul+pmNoRabEstablishAttemptPacketInteractiveHs+pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128+pmNoRabEstablishAttemptSpeech)*100 END	1	1	customisateur	1	1	total	float4
kpis.0071.01.01096	NB_RAB_ESTABLISHMENT_ATTEMPT	edw_eriran_cellb_axe1	NB RAB ESTABLISHMENT ATTEMPT	Number of RAB establishments attempts 	pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptPacketInteractive+pmNoRabEstablishAttemptPacketInteractiveEul+pmNoRabEstablishAttemptPacketInteractiveHs+pmNoRabEstablishAttemptPacketStream+pmNoRabEstablishAttemptPacketStream128+pmNoRabEstablishAttemptSpeech	0	1	customisateur	1	1	total	float4
kpis.0071.01.01097	NB_RAB_ESTABLISHMENT_ATTEMPT_CS	edw_eriran_cellb_axe1	NB RAB ESTABLISHMENT ATTEMPT CS	Number of CS RAB establishments attempts 	pmNoRabEstablishAttemptCs57+pmNoRabEstablishAttemptCs64+pmNoRabEstablishAttemptSpeech	0	1	customisateur	1	1	total	float4
