id_data	data_legend	position_ordonnee	display_type	line_design	color	filled_color
seri.gtms.0095.03.00005.05	RX Level Downlink Distribution within class 4 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.00005.06	RX Level Downlink Distribution within class 5 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.00005.07	RX Level Downlink Distribution within class 6 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.00005.08	RX Level Downlink Distribution within class 7 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.00005.09	RXLEVEL Mean Downlink (dBm)	right	line	square	#000099	#FFFFFF@1
seri.gtms.0095.03.00006.01	TRX Duration Availability (%)	left	line	circle	#33FF00	#ffffff@1
seri.gtms.0095.03.00006.02	TRX Duration In-Service state (s)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.03.00007.01	Interference Band 1 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.00007.02	Interference Band 2 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.00007.03	Interference Band 3 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FFAA00@0.5
seri.gtms.0095.03.00007.04	Interference Band 4 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FF0099@0.5
seri.gtms.0095.03.00007.05	Interference Band 5 Ratio On Idle TCH (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.00007.06	Interference Band Mean (Nb)	right	line	circle	#000099	#ffffff@1
seri.gtms.0095.03.00008.01	Time Advance Distribuation rank 0 (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.03.00008.02	Time Advance Distribuation rank 1 (%)	left	cumulatedbar	none	#333333	#00CC00@0.5
seri.gtms.0095.03.00008.03	Time Advance Distribuation rank 2 (%)	left	cumulatedbar	none	#333333	#00FF00@0.5
seri.gtms.0095.03.00008.04	Time Advance Distribuation rank 3 (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.03.00008.05	Time Advance Distribuation rank 4 (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.03.00008.06	Time Advance Distribuation rank 5 (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.03.00008.07	Time Advance Distribuation rank 6 (%)	left	cumulatedbar	none	#333333	#CC0000@0.5
seri.gtms.0095.03.00008.08	Time Advance Distribuation rank 7 (%)	left	cumulatedbar	none	#333333	#990000@0.5
seri.gtms.0095.03.00008.09	Time Advance Mean (Nb)	right	line	circle	#000099	#ffffff@1
