id	id_page	id_elem	class_object	ligne	id_product
seri.gtms.0075.01.call_blocking_and_drop.kpis.0075.01.03001	gtms.0075.01.call_blocking_and_drop	kpis.0075.01.03001	kpi	1	1
seri.gtms.0075.01.call_blocking_and_drop.kpis.0075.01.03002	gtms.0075.01.call_blocking_and_drop	kpis.0075.01.03002	kpi	2	1
seri.gtms.0075.01.call_blocking_and_drop.kpis.0075.01.07013	gtms.0075.01.call_blocking_and_drop	kpis.0075.01.07013	kpi	3	1
seri.gtms.0075.01.call_blocking_and_drop.kpis.0075.01.04010	gtms.0075.01.call_blocking_and_drop	kpis.0075.01.04010	kpi	4	1
dshd.0075.01.003.gtm.03	dshd.0075.01.003	gtms.0075.01.00010	graph	5	1
seri.gtms.0075.01.00010.03	gtms.0075.01.00010	kpis.0075.01.03001	kpi	1	1
seri.gtms.0075.01.00010.kpis.0075.01.03002	gtms.0075.01.00010	kpis.0075.01.03002	kpi	2	1
seri.gtms.0075.01.00010.02	gtms.0075.01.00010	kpis.0075.01.04007	kpi	3	1
dshd.0075.01.001.gtm.01	dshd.0075.01.001	gtms.0075.01.00001	graph	1	1
seri.gtms.0075.01.00001.01	gtms.0075.01.00001	kpis.0075.01.01001	kpi	1	1
seri.gtms.0075.01.00001.02	gtms.0075.01.00001	kpis.0075.01.01009	kpi	2	1
dshd.0075.01.001.gtms.0075.01.sdcch_drop_causes	dshd.0075.01.001	gtms.0075.01.sdcch_drop_causes	graph	2	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.06002	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.06002	kpi	1	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.06003	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.06003	kpi	2	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.sdcch_drop_radio_rate	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.sdcch_drop_radio_rate	kpi	3	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.sdcch_drop_ho_rate	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.sdcch_drop_ho_rate	kpi	4	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.sdcch_drop_bss_rate	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.sdcch_drop_bss_rate	kpi	5	1
seri.gtms.0075.01.sdcch_drop_causes.kpis.0075.01.sdcch_drop_others_rate	gtms.0075.01.sdcch_drop_causes	kpis.0075.01.sdcch_drop_others_rate	kpi	6	1
dshd.0075.01.001.gtm.03	dshd.0075.01.001	gtms.0075.01.00003	graph	3	1
seri.gtms.0075.01.00003.01	gtms.0075.01.00003	kpis.0075.01.08001	kpi	1	1
seri.gtms.0075.01.00003.02	gtms.0075.01.00003	kpis.0075.01.08006	kpi	2	1
dshd.0075.01.002.gtm.01	dshd.0075.01.002	gtms.0075.01.00004	graph	1	1
seri.gtms.0075.01.00004.01	gtms.0075.01.00004	kpis.0075.01.03001	kpi	1	1
seri.gtms.0075.01.00004.02	gtms.0075.01.00004	kpis.0075.01.03003	kpi	2	1
dshd.0075.01.002.gtms.0075.01.tch_drop_causes	dshd.0075.01.002	gtms.0075.01.tch_drop_causes	graph	2	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.03002	gtms.0075.01.tch_drop_causes	kpis.0075.01.03002	kpi	1	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.05016	gtms.0075.01.tch_drop_causes	kpis.0075.01.05016	kpi	2	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.05004	gtms.0075.01.tch_drop_causes	kpis.0075.01.05004	kpi	3	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.05006	gtms.0075.01.tch_drop_causes	kpis.0075.01.05006	kpi	4	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.05008	gtms.0075.01.tch_drop_causes	kpis.0075.01.05008	kpi	5	1
seri.gtms.0075.01.tch_drop_causes.kpis.0075.01.05037	gtms.0075.01.tch_drop_causes	kpis.0075.01.05037	kpi	6	1
dshd.0075.01.002.gtm.03	dshd.0075.01.002	gtms.0075.01.00006	graph	3	1
seri.gtms.0075.01.00006.03	gtms.0075.01.00006	kpis.0075.01.07003	kpi	1	1
seri.gtms.0075.01.00006.01	gtms.0075.01.00006	kpis.0075.01.07001	kpi	2	1
seri.gtms.0075.01.00006.02	gtms.0075.01.00006	kpis.0075.01.07002	kpi	3	1
seri.gtms.0075.01.00006.10	gtms.0075.01.00006	kpis.0075.01.07021	kpi	4	1
seri.gtms.0075.01.00006.11	gtms.0075.01.00006	kpis.0075.01.07022	kpi	5	1
seri.gtms.0075.01.00006.07	gtms.0075.01.00006	kpis.0075.01.07014	kpi	6	1
dshd.0075.01.002.gtm.04	dshd.0075.01.002	gtms.0075.01.00007	graph	4	1
