id_profile	id_menu	position	id_menu_parent
prfl.0075.01	menu.01.0001	1	0
prfl.0075.02	menu.01.0001	1	0
prfl.0075.01	menu.01.0001.01	1	menu.01.0001
prfl.0075.02	menu.01.0001.01	1	menu.01.0001
prfl.0075.01	menu.01.0001.02	2	menu.01.0001
prfl.0075.02	menu.01.0001.02	2	menu.01.0001
prfl.0075.01	menu.01.0001.03	3	menu.01.0001
prfl.0075.02	menu.01.0001.03	3	menu.01.0001
prfl.0075.01	menu.01.0001.04	4	menu.01.0001
prfl.0075.01	menu.01.0002	2	0
prfl.0075.02	menu.01.0002	2	0
prfl.0075.01	menu.01.0002.01	1	menu.01.0002
prfl.0075.02	menu.01.0002.01	1	menu.01.0002
prfl.0075.01	menu.01.0002.08	2	menu.01.0002
prfl.0075.02	menu.01.0002.08	2	menu.01.0002
prfl.0075.01	menu.01.0002.11	3	menu.01.0002
prfl.0075.01	menu.01.0002.02	4	menu.01.0002
prfl.0075.01	menu.01.0002.09	5	menu.01.0002
prfl.0075.01	menu.01.0002.03	6	menu.01.0002
prfl.0075.02	menu.01.0002.03	6	menu.01.0002
prfl.0075.01	menu.01.0002.04	7	menu.01.0002
prfl.0075.02	menu.01.0002.04	7	menu.01.0002
prfl.0075.01	menu.01.0002.06	8	menu.01.0002
prfl.0075.02	menu.01.0002.06	8	menu.01.0002
prfl.0075.01	menu.01.0002.07	9	menu.01.0002
prfl.0075.02	menu.01.0002.07	9	menu.01.0002
prfl.0075.01	menu.01.0002.10	10	menu.01.0002
prfl.0075.01	menu.01.0003	3	0
prfl.0075.02	menu.01.0003	3	0
prfl.0075.01	menu.01.0003.01	1	menu.01.0003
prfl.0075.02	menu.01.0003.01	1	menu.01.0003
prfl.0075.01	menu.01.0003.02	2	menu.01.0003
prfl.0075.02	menu.01.0003.02	2	menu.01.0003
prfl.0075.01	menu.01.0003.03	3	menu.01.0003
prfl.0075.02	menu.01.0003.03	3	menu.01.0003
prfl.0075.01	menu.01.0004	4	0
prfl.0075.02	menu.01.0004	4	0
prfl.0075.01	menu.01.0004.01	1	menu.01.0004
prfl.0075.02	menu.01.0004.01	1	menu.01.0004
prfl.0075.01	menu.01.0004.02	2	menu.01.0004
prfl.0075.02	menu.01.0004.02	2	menu.01.0004
prfl.0075.01	menu.01.0004.03	3	menu.01.0004
prfl.0075.02	menu.01.0004.03	3	menu.01.0004
prfl.0075.01	menu.01.0005	5	0
prfl.0075.02	menu.01.0005	5	0
prfl.0075.01	menu.01.0005.01	1	menu.01.0005
prfl.0075.02	menu.01.0005.01	1	menu.01.0005
prfl.0075.01	menu.01.0006	6	0
prfl.0075.02	menu.01.0006	6	0
