id_profile	id_menu	position	id_menu_parent
prfl.0075.01	menu.01.0006.01	1	menu.01.0006
prfl.0075.02	menu.01.0006.01	1	menu.01.0006
prfl.0075.01	menu.01.0006.02	2	menu.01.0006
prfl.0075.02	menu.01.0006.02	2	menu.01.0006
prfl.0075.01	menu.01.0006.03	3	menu.01.0006
prfl.0075.02	menu.01.0006.03	3	menu.01.0006
prfl.0075.01	menu.01.0006.04	4	menu.01.0006
prfl.0075.02	menu.01.0006.04	4	menu.01.0006
prfl.0075.01	menu.01.0007	7	0
prfl.0075.02	menu.01.0007	7	0
prfl.0075.01	menu.01.0007.01	1	menu.01.0007
prfl.0075.02	menu.01.0007.01	1	menu.01.0007
prfl.0075.01	menu.01.0008	8	0
prfl.0075.02	menu.01.0008	8	0
prfl.0075.01	menu.01.0008.01	1	menu.01.0008
prfl.0075.02	menu.01.0008.01	1	menu.01.0008
prfl.0075.01	menu.01.0008.02	2	menu.01.0008
prfl.0075.02	menu.01.0008.02	2	menu.01.0008
prfl.0075.01	menu.01.0008.03	3	menu.01.0008
prfl.0075.02	menu.01.0008.03	3	menu.01.0008
prfl.0075.01	menu.01.0008.04	4	menu.01.0008
prfl.0075.02	menu.01.0008.04	4	menu.01.0008
prfl.0075.01	menu.01.0008.05	5	menu.01.0008
prfl.0075.02	menu.01.0008.05	5	menu.01.0008
prfl.0075.01	menu.01.0009	9	0
prfl.0075.02	menu.01.0009	9	0
prfl.0075.01	menu.01.0009.01	1	menu.01.0009
prfl.0075.02	menu.01.0009.01	1	menu.01.0009
prfl.0075.01	menu.01.0009.02	2	menu.01.0009
prfl.0075.02	menu.01.0009.02	2	menu.01.0009
prfl.0075.01	menu.01.0009.03	3	menu.01.0009
prfl.0075.02	menu.01.0009.03	3	menu.01.0009
prfl.0075.01	menu.01.0009.04	4	menu.01.0009
prfl.0075.02	menu.01.0009.04	4	menu.01.0009
prfl.0075.01	menu.01.0010	10	0
prfl.0075.02	menu.01.0010	10	0
prfl.0075.03	menu.01.0010	10	0
prfl.0075.01	menu.01.0010.01	1	menu.01.0010
prfl.0075.02	menu.01.0010.01	1	menu.01.0010
prfl.0075.03	menu.01.0010.01	1	menu.01.0010
prfl.0075.01	menu.01.0010.02	2	menu.01.0010
prfl.0075.02	menu.01.0010.02	2	menu.01.0010
prfl.0075.03	menu.01.0010.02	2	menu.01.0010
prfl.0075.01	menu.01.0010.04	3	menu.01.0010
prfl.0075.02	menu.01.0010.04	3	menu.01.0010
prfl.0075.03	menu.01.0010.04	3	menu.01.0010
prfl.0075.01	menu.01.0010.03	4	menu.01.0010
prfl.0075.02	menu.01.0010.03	4	menu.01.0010
prfl.0075.03	menu.01.0010.03	4	menu.01.0010
prfl.0075.03	menu.02.0001	4	0
prfl.0075.03	menu.02.0002	5	0
prfl.0075.03	menu.02.0002.01	1	menu.02.0002
prfl.0075.03	menu.02.0002.02	2	menu.02.0002
prfl.0075.03	menu.02.0002.03	3	menu.02.0002
prfl.0075.03	menu.02.0003	6	0
prfl.0075.03	menu.02.0003.05	1	menu.02.0003
prfl.0075.03	menu.02.0003.01	2	menu.02.0003
prfl.0075.03	menu.02.0003.02	3	menu.02.0003
prfl.0075.03	menu.02.0003.03	4	menu.02.0003
prfl.0075.03	menu.02.0003.04	5	menu.02.0003
prfl.0075.03	menu.dshd.0075.01.003	1	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.003.01	1	menu.dshd.0075.01.003
prfl.0075.03	menu.dshd.0075.01.003.02	2	menu.dshd.0075.01.003
prfl.0075.03	menu.dshd.0075.01.001	2	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.001.01	1	menu.dshd.0075.01.001
prfl.0075.03	menu.dshd.0075.01.001.02	2	menu.dshd.0075.01.001
prfl.0075.03	menu.dshd.0075.01.002	3	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.002.01	1	menu.dshd.0075.01.002
prfl.0075.03	menu.dshd.0075.01.002.02	2	menu.dshd.0075.01.002
prfl.0075.03	menu.dshd.0075.01.004	4	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.004.01	1	menu.dshd.0075.01.004
prfl.0075.03	menu.dshd.0075.01.004.02	2	menu.dshd.0075.01.004
prfl.0075.03	menu.dshd.0075.01.005	5	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.005.01	1	menu.dshd.0075.01.005
prfl.0075.03	menu.dshd.0075.01.005.02	2	menu.dshd.0075.01.005
prfl.0075.03	menu.dshd.0075.01.006	6	menu.0075.05
prfl.0075.03	menu.dshd.0075.01.006.01	1	menu.dshd.0075.01.006
prfl.0075.03	menu.dshd.0075.01.006.02	2	menu.dshd.0075.01.006
prfl.0075.03	menu.0075.05	1	0
prfl.0075.03	menu.dshd.0075.03.001	4	menu.0075.08
prfl.0075.03	menu.dshd.0075.03.001.01	1	menu.dshd.0075.03.001
prfl.0075.03	menu.dshd.0075.03.001.02	2	menu.dshd.0075.03.001
prfl.0075.03	menu.0075.08	3	0
prfl.0075.03	menu.dshd.0075.02.001	1	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.001.01	1	menu.dshd.0075.02.001
prfl.0075.03	menu.dshd.0075.02.001.02	2	menu.dshd.0075.02.001
prfl.0075.03	menu.dshd.0075.02.002	2	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.002.01	1	menu.dshd.0075.02.002
prfl.0075.03	menu.dshd.0075.02.002.02	2	menu.dshd.0075.02.002
prfl.0075.03	menu.dshd.0075.02.003	3	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.003.01	1	menu.dshd.0075.02.003
prfl.0075.03	menu.dshd.0075.02.003.02	2	menu.dshd.0075.02.003
prfl.0075.03	menu.dshd.0075.02.004	4	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.004.01	1	menu.dshd.0075.02.004
prfl.0075.03	menu.dshd.0075.02.004.02	2	menu.dshd.0075.02.004
prfl.0075.03	menu.dshd.0075.02.005	5	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.005.01	1	menu.dshd.0075.02.005
prfl.0075.03	menu.dshd.0075.02.005.02	2	menu.dshd.0075.02.005
prfl.0075.03	menu.dshd.0075.02.006	6	menu.0075.07
prfl.0075.03	menu.dshd.0075.02.006.01	1	menu.dshd.0075.02.006
prfl.0075.03	menu.dshd.0075.02.006.02	2	menu.dshd.0075.02.006
prfl.0075.03	menu.0075.07	2	0
