id_data	data_legend	position_ordonnee	display_type	line_design	color	filled_color
seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.nb_assignment_attempts	TCH Attempts Number (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.nb_successful_assignments	TCH Assignment Success  Number (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.tch_blocking_rate	TCH Blocking Rate (%)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.01.call_blocking_and_drop.kpis.0095.01.call_drop_rate	Call Drops Rate (%)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.01.call_success.kpis.0095.01.nb_assignment_attempts	TCH Attempts Number (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.01.call_success.kpis.0095.01.nb_successful_assignments	TCH Assignment Success  Number (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.01.call_success.kpis.0095.01.call_success_rate	Call Success Rate   (%)	left	line	circle	#ff0000	#ffffff@1
seri.gtms.0095.01.handover_causes.kpis.0095.01.handover_attempts	Handover Attempts (Nb)	right	line	circle	#333333	#ffffff@1
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowqualup	Handover Attempts Ratio For TooLowQualUp  (%)	left	cumulatedbar	none	#333333	#808080@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowlevup	Handover Attempts Ratio For TooLowLevUp  (%)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowqualdown	Handover Attempts Ratio For TooLowQualDown  (%)	left	cumulatedbar	none	#333333	#0099FF@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowlevdown	Handover Attempts Ratio For TooLowLevDown  (%)	left	cumulatedbar	none	#333333	#FFFF00@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolongdistance	Handover Attempts Ratio For TooLongDistance  (%)	left	cumulatedbar	none	#333333	#AAAA00@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_msc_trig	Handover Attempts Ratio For MSC TRIG  (%)	left	cumulatedbar	none	#333333	#FFAA00@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toohighlevinterfup	Handover Attempts Ratio For TooHighLevInterfUp (%)	left	cumulatedbar	none	#333333	#0026b4@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toohighlevinterfdown	Handover Attempts Ratio For TooHighLevInterfDown  (%)	left	cumulatedbar	none	#333333	#AA0000@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowpowbudg	Handover Attempts Ratio For TooLowPowBudg  (%)	left	cumulatedbar	none	#333333	#FF0055@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_highlevneigcellprefband	Handover Attempts Ratio For HighLevNeigCellPrefBand (%)	left	cumulatedbar	none	#333333	#FF0099@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_consbadsacchmicrocell	Handover Attempts Ratio For ConsBadSACCHmicroCell (%)	left	cumulatedbar	none	#333333	#006600@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowlevupmicrocell	Handover Attempts Ratio For TooLowLevUpMicroCell (%)	left	cumulatedbar	none	#333333	#FF5500@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_toolowlevdownmicrocell	Handover Attempts Ratio For TooLowLevDownMicroCell (%)	left	cumulatedbar	none	#333333	#AA7000@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_highlevneiglowcellslowms	Handover Attempts Ratio For HighLevNeigLowCellSlowMS (%)	left	cumulatedbar	none	#333333	#AA3200@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_toolowlevupinzone	Handover Attempts Ratio For TooLowLevUpInZone  (%)	left	cumulatedbar	none	#333333	#009999@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_toolowlevdowninzone	Handover Attempts Ratio For TooLowLevDownInZone  (%)	left	cumulatedbar	none	#333333	#AA0032@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_toohighlevupdownoutzone	Handover Attempts Ratio For TooHighLevUpDownOutZone (%)	left	cumulatedbar	none	#333333	#AA0070@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_atpt_trafhandover	Handover Attempts Ratio For TrafHandover (%)	left	cumulatedbar	none	#333333	#0000FF@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_atpt_gencapture	Handover Attempts Ratio For gencapture (%)	left	cumulatedbar	none	#333333	#009900@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_tooshortdistance	Handover Attempts Ratio For TooShortDistance (%)	left	cumulatedbar	none	#333333	#AA00AA@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_badqualhr	Handover Attempts Ratio For BadQualHR  (%)	left	cumulatedbar	none	#333333	#33FF00@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_goodqualfr	Handover Attempts Ratio For GoodQualFR  (%)	left	cumulatedbar	none	#333333	#FF9900@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_tfo	Handover Attempts Ratio For TFO  (%)	left	cumulatedbar	none	#333333	#FFFF99@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_fasttraffic	Handover Attempts Ratio For Fast Traffic HO  (%)	left	cumulatedbar	none	#333333	#9933FF@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_tch_ho_atpt_returncszone	Handover Attempts Ratio For Return CS Zone  (%)	left	cumulatedbar	none	#333333	#FF00FF@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_lowsignalstrenght	Handover Attempts Ratio For Low signal strenght  (%)	left	cumulatedbar	none	#333333	#a0a0a0@0.5
seri.gtms.0095.01.handover_causes.kpis.0095.01.rate_ho_highsignalstrenght	Handover Attempts Ratio For High signal strenght  (%)	left	cumulatedbar	none	#333333	#c0c0c0@0.5
