id_profile	id_menu	position	id_menu_parent
prfl.0095.03	menu.dshd.0095.02.rlc_retransmissions	4	menu.0095.bss_gprs
prfl.0095.03	menu.dshd.0095.02.rlc_retransmissions.01	1	menu.dshd.0095.02.rlc_retransmissions
prfl.0095.03	menu.dshd.0095.02.rlc_retransmissions.02	2	menu.dshd.0095.02.rlc_retransmissions
prfl.0095.03	menu.dshd.0095.02.tbf_drop_causes	5	menu.0095.bss_gprs
prfl.0095.03	menu.dshd.0095.02.tbf_drop_causes.01	1	menu.dshd.0095.02.tbf_drop_causes
prfl.0095.03	menu.dshd.0095.02.tbf_drop_causes.02	2	menu.dshd.0095.02.tbf_drop_causes
prfl.0095.03	menu.dshd.0095.02.data_utilization	6	menu.0095.bss_gprs
prfl.0095.03	menu.dshd.0095.02.data_utilization.01	1	menu.dshd.0095.02.data_utilization
prfl.0095.03	menu.dshd.0095.02.data_utilization.02	2	menu.dshd.0095.02.data_utilization
prfl.0095.03	menu.0095.bss_gprs	2	0
prfl.0095.03	menu.dshd.0095.03.downlink_performance	1	menu.0095.bss_trx
prfl.0095.03	menu.dshd.0095.03.downlink_performance.01	1	menu.dshd.0095.03.downlink_performance
prfl.0095.03	menu.dshd.0095.03.downlink_performance.02	2	menu.dshd.0095.03.downlink_performance
prfl.0095.03	menu.dshd.0095.03.uplink_performance	2	menu.0095.bss_trx
prfl.0095.03	menu.dshd.0095.03.uplink_performance.01	1	menu.dshd.0095.03.uplink_performance
prfl.0095.03	menu.dshd.0095.03.uplink_performance.02	2	menu.dshd.0095.03.uplink_performance
prfl.0095.03	menu.dshd.0095.03.tranceiver_availability	3	menu.0095.bss_trx
prfl.0095.03	menu.dshd.0095.03.tranceiver_availability.01	1	menu.dshd.0095.03.tranceiver_availability
prfl.0095.03	menu.dshd.0095.03.tranceiver_availability.02	2	menu.dshd.0095.03.tranceiver_availability
prfl.0095.03	menu.0095.bss_trx	4	0
