gb;azimuth;azimuth
gb;cell;cell_id
gb;cell_label;cell_name
gb;city;city_name
gb;city_label;city_name
gb;cluster1;cluster_name_1
gb;cluster1_label;cluster_name_1
gb;cluster2;cluster_name_2
gb;cluster2_label;cluster_name_2
gb;cluster3;cluster_name_3
gb;cluster3_label;cluster_name_3
gb;network;network_name
gb;network_label;network_name
gb;on_off;on_off
gb;papu;papu_name
gb;papu_label;papu_name
gb;pcu;pcu_name
gb;pcu_label;pcu_name
gb;rai;rai
gb;rai_label;rai_label
gb;sgsn;sgsn_name
gb;sgsn_label;sgsn_name
gb;longitude;longitude_or_x
gb;latitude;latitude_or_y
gsm;azimuth;azimuth
gsm;bsc;node_name
gsm;bsc_label;node_name
gsm;cell;cell_id
gsm;cell_label;cell_name
gsm;cluster1;cluster_name_1
gsm;cluster1_label;cluster_name_1
gsm;cluster2;cluster_name_2
gsm;cluster2_label;cluster_name_2
gsm;cluster3;cluster_name_3
gsm;cluster3_label;cluster_name_3
gsm;lac;lac
gsm;lac_label;lac_label
gsm;msc;msc_name
gsm;msc_label;msc_name
gsm;network;network_name
gsm;network_label;network_name
gsm;on_off;on_off
gsm;rnc;rnc_id
gsm;rnc_label;node_name
gsm;sai;sai
gsm;sai_label;cell_name
gsm;longitude;longitude_or_x
gsm;latitude;latitude_or_y
all;azimuth;azimuth
all;bsc;node_name
all;bsc_label;node_name
all;cell;cell_id
all;cell_label;cell_name
all;cell_type;cell_type
all;lac;lac
all;lac_label;lac_label
all;msc;msc_name
all;msc_label;msc_name
all;network;network_name
all;network_label;network_name
all;on_off;on_off
all;pcu;pcu_name
all;pcu_label;pcu_name
all;rnc;rnc_id
all;rnc_label;node_name
all;sac;sai
all;sac_label;cell_name
all;sgsn;sgsn_name
all;sgsn_label;sgsn_name
all;longitude;longitude_or_x
all;latitude;latitude_or_y
iu;azimuth;azimuth
iu;cluster1;cluster_name_1
iu;cluster1_label;cluster_name_1
iu;cluster2;cluster_name_2
iu;cluster2_label;cluster_name_2
iu;cluster3;cluster_name_3
iu;cluster3_label;cluster_name_3
iu;lac;lac
iu;lac_label;lac_label
iu;msc;msc_name
iu;msc_label;msc_name
iu;network;network_name
iu;network_label;network_name
iu;on_off;on_off
iu;rac;rac
iu;rac_label;rac_label
iu;rnc;rnc_id
iu;rnc_label;node_name
iu;sai;sai
iu;sai_label;cell_name
iu;sgsn;sgsn_name
iu;sgsn_label;sgsn_name
iu;longitude;longitude_or_x
iu;latitude;latitude_or_y
iub;azimuth;azimuth
iub;cell;cell_id
iub;cell_label;cell_name
iub;cell_type;cell_type
iub;cluster1;cluster_name_1
iub;cluster1_label;cluster_name_1
iub;cluster2;cluster_name_2
iub;cluster2_label;cluster_name_2
iub;cluster3;cluster_name_3
iub;cluster3_label;cluster_name_3
iub;on_off;on_off
iub;rnc;rnc_id
iub;rnc_label;node_name
iub;longitude;longitude_or_x
iub;latitude;latitude_or_y
omc;bsc_label;bsc_label
omc;bsclac;bsclac
omc;bsclac_label;bsclac_label
omc;cell;cell
omc;cell_label;cell_label
omc;lac;lac
omc;lac_label;lac_label
omc;msc;msc
omc;msc_label;msc_label
omc;network;network
omc;network_label;network_label
omc;pcu;pcu
omc;pcu_label;pcu_label
omc;rcp;rcp
omc;rcp_label;rcp_label
omc;sgsn;sgsn
omc;sgsn_label;sgsn_label
omc;sourcetargetcell;sourcetargetcell
omc;sourcetargetcell_label;sourcetargetcell_label
omc;targetcell;targetcell
omc;targetcell_label;targetcell_label
omc;usercluster1;usercluster1
omc;usercluster1_label;usercluster1_label
omc;usercluster2;usercluster2
omc;usercluster2_label;usercluster2_label
omc;usercluster3;usercluster3
omc;usercluster3_label;usercluster3_label
omc;vlr;vlr
omc;vlr_label;vlr_label
omc;longitude;longitude_or_x
omc;latitude;latitude_or_y
omc;on_off;on_off
omc;azimuth;azimuth
