id_profile	id_menu	position	id_menu_parent
prfl.9999.01	menu.01.0001	1	0
prfl.9999.02	menu.01.0001	1	0
prfl.9999.01	menu.01.0001.01	1	menu.01.0001
prfl.9999.02	menu.01.0001.01	1	menu.01.0001
prfl.9999.01	menu.01.0001.02	2	menu.01.0001
prfl.9999.02	menu.01.0001.02	2	menu.01.0001
prfl.9999.01	menu.01.0001.03	3	menu.01.0001
prfl.9999.02	menu.01.0001.03	3	menu.01.0001
prfl.9999.01	menu.01.0001.04	4	menu.01.0001
prfl.9999.01	menu.01.0002	2	0
prfl.9999.02	menu.01.0002	2	0
prfl.9999.01	menu.01.0002.01	1	menu.01.0002
prfl.9999.02	menu.01.0002.01	1	menu.01.0002
prfl.9999.01	menu.01.0002.08	2	menu.01.0002
prfl.9999.02	menu.01.0002.08	2	menu.01.0002
prfl.9999.01	menu.01.0002.02	4	menu.01.0002
prfl.9999.01	menu.01.0002.09	5	menu.01.0002
prfl.9999.01	menu.01.0002.03	6	menu.01.0002
prfl.9999.02	menu.01.0002.03	5	menu.01.0002
prfl.9999.01	menu.01.0002.04	7	menu.01.0002
prfl.9999.02	menu.01.0002.04	6	menu.01.0002
prfl.9999.01	menu.01.0002.06	8	menu.01.0002
prfl.9999.02	menu.01.0002.06	7	menu.01.0002
prfl.9999.01	menu.01.0002.07	9	menu.01.0002
prfl.9999.02	menu.01.0002.07	8	menu.01.0002
prfl.9999.01	menu.01.0002.10	10	menu.01.0002
prfl.9999.01	menu.01.0002.11	3	menu.01.0002
prfl.9999.01	menu.01.0003	3	0
prfl.9999.02	menu.01.0003	3	0
prfl.9999.01	menu.01.0003.01	1	menu.01.0003
prfl.9999.02	menu.01.0003.01	1	menu.01.0003
prfl.9999.01	menu.01.0003.02	2	menu.01.0003
prfl.9999.02	menu.01.0003.02	2	menu.01.0003
prfl.9999.01	menu.01.0003.03	3	menu.01.0003
prfl.9999.02	menu.01.0003.03	3	menu.01.0003
prfl.9999.01	menu.01.0004	4	0
prfl.9999.02	menu.01.0004	4	0
prfl.9999.01	menu.01.0004.01	1	menu.01.0004
prfl.9999.02	menu.01.0004.01	1	menu.01.0004
prfl.9999.01	menu.01.0004.02	2	menu.01.0004
prfl.9999.02	menu.01.0004.02	2	menu.01.0004
prfl.9999.01	menu.01.0004.03	3	menu.01.0004
prfl.9999.02	menu.01.0004.03	3	menu.01.0004
prfl.9999.01	menu.01.0005	5	0
prfl.9999.02	menu.01.0005	5	0
prfl.9999.01	menu.01.0005.01	1	menu.01.0005
prfl.9999.02	menu.01.0005.01	1	menu.01.0005
prfl.9999.01	menu.01.0006	6	0
prfl.9999.02	menu.01.0006	6	0
prfl.9999.01	menu.01.0006.01	1	menu.01.0006
prfl.9999.02	menu.01.0006.01	1	menu.01.0006
prfl.9999.01	menu.01.0006.02	2	menu.01.0006
prfl.9999.02	menu.01.0006.02	2	menu.01.0006
prfl.9999.01	menu.01.0006.03	3	menu.01.0006
prfl.9999.02	menu.01.0006.03	3	menu.01.0006
prfl.9999.01	menu.01.0006.04	4	menu.01.0006
prfl.9999.02	menu.01.0006.04	4	menu.01.0006
prfl.9999.01	menu.01.0007	7	0
prfl.9999.02	menu.01.0007	7	0
prfl.9999.01	menu.01.0007.01	1	menu.01.0007
prfl.9999.02	menu.01.0007.01	1	menu.01.0007
prfl.9999.01	menu.01.0008	8	0
prfl.9999.02	menu.01.0008	8	0
prfl.9999.01	menu.01.0008.01	1	menu.01.0008
prfl.9999.02	menu.01.0008.01	1	menu.01.0008
prfl.9999.01	menu.01.0008.02	2	menu.01.0008
prfl.9999.02	menu.01.0008.02	2	menu.01.0008
prfl.9999.01	menu.01.0008.03	3	menu.01.0008
prfl.9999.02	menu.01.0008.03	3	menu.01.0008
prfl.9999.01	menu.01.0008.04	4	menu.01.0008
prfl.9999.02	menu.01.0008.04	4	menu.01.0008
prfl.9999.01	menu.01.0008.05	5	menu.01.0008
prfl.9999.02	menu.01.0008.05	5	menu.01.0008
prfl.9999.01	menu.01.0009	9	0
prfl.9999.02	menu.01.0009	9	0
prfl.9999.01	menu.01.0009.01	1	menu.01.0009
prfl.9999.02	menu.01.0009.01	1	menu.01.0009
prfl.9999.01	menu.01.0009.02	2	menu.01.0009
prfl.9999.02	menu.01.0009.02	2	menu.01.0009
prfl.9999.01	menu.01.0009.03	3	menu.01.0009
prfl.9999.02	menu.01.0009.03	3	menu.01.0009
prfl.9999.01	menu.01.0009.04	4	menu.01.0009
prfl.9999.02	menu.01.0009.04	4	menu.01.0009
prfl.9999.01	menu.01.0010	10	0
prfl.9999.02	menu.01.0010	10	0
prfl.9999.03	menu.01.0010	10	0
prfl.9999.01	menu.01.0010.01	1	menu.01.0010
prfl.9999.02	menu.01.0010.01	1	menu.01.0010
prfl.9999.03	menu.01.0010.01	1	menu.01.0010
prfl.9999.01	menu.01.0010.02	2	menu.01.0010
prfl.9999.02	menu.01.0010.02	2	menu.01.0010
prfl.9999.03	menu.01.0010.02	2	menu.01.0010
prfl.9999.01	menu.01.0010.03	4	menu.01.0010
prfl.9999.02	menu.01.0010.03	4	menu.01.0010
prfl.9999.03	menu.01.0010.03	4	menu.01.0010
prfl.9999.01	menu.01.0010.04	3	menu.01.0010
prfl.9999.02	menu.01.0010.04	3	menu.01.0010
prfl.9999.03	menu.01.0010.04	3	menu.01.0010
prfl.9999.03	menu.02.0001	6	0
prfl.9999.03	menu.02.0002	7	0
prfl.9999.03	menu.02.0002.01	1	menu.02.0002
prfl.9999.03	menu.02.0002.02	2	menu.02.0002
prfl.9999.03	menu.02.0002.03	3	menu.02.0002
prfl.9999.03	menu.02.0003	8	0
prfl.9999.03	menu.02.0003.05	0	menu.02.0003
prfl.9999.03	menu.02.0003.01	1	menu.02.0003
prfl.9999.03	menu.02.0003.02	2	menu.02.0003
prfl.9999.03	menu.02.0003.03	3	menu.02.0003
prfl.9999.03	menu.02.0003.04	4	menu.02.0003
prfl.9999.03	menu.9999.05	5	0
