id_profile	id_menu	position	id_menu_parent
prfl.0091.03	menu.dshd.0091.01.reconfiguration.02	2	menu.dshd.0091.01.reconfiguration
prfl.0091.03	menu.0091.rrc_and_rab	1	0
prfl.0091.03	menu.dshd.0091.01.cell_availability	1	menu.0091.cell_resources
prfl.0091.03	menu.dshd.0091.01.cell_availability.01	1	menu.dshd.0091.01.cell_availability
prfl.0091.03	menu.dshd.0091.01.cell_availability.02	2	menu.dshd.0091.01.cell_availability
prfl.0091.03	menu.dshd.0091.01.cell_load	2	menu.0091.cell_resources
prfl.0091.03	menu.dshd.0091.01.cell_load.01	1	menu.dshd.0091.01.cell_load
prfl.0091.03	menu.dshd.0091.01.cell_load.02	2	menu.dshd.0091.01.cell_load
prfl.0091.03	menu.dshd.0091.01.cell_measurements	3	menu.0091.cell_resources
prfl.0091.03	menu.dshd.0091.01.cell_measurements.01	1	menu.dshd.0091.01.cell_measurements
prfl.0091.03	menu.dshd.0091.01.cell_measurements.02	2	menu.dshd.0091.01.cell_measurements
prfl.0091.03	menu.0091.cell_resources	2	0
prfl.0091.03	menu.dshd.0091.01.traffic	1	menu.0091.rlc_performance_and_traffic
prfl.0091.03	menu.dshd.0091.01.traffic.01	1	menu.dshd.0091.01.traffic
prfl.0091.03	menu.dshd.0091.01.traffic.02	2	menu.dshd.0091.01.traffic
prfl.0091.03	menu.0091.rlc_performance_and_traffic	4	0
prfl.0091.03	menu.dshd.0091.01.soft_handover	1	menu.0091.mobility
prfl.0091.03	menu.dshd.0091.01.soft_handover.01	1	menu.dshd.0091.01.soft_handover
prfl.0091.03	menu.dshd.0091.01.soft_handover.02	2	menu.dshd.0091.01.soft_handover
prfl.0091.03	menu.dshd.0091.01.hspa_mobility	2	menu.0091.mobility
prfl.0091.03	menu.dshd.0091.01.hspa_mobility.01	1	menu.dshd.0091.01.hspa_mobility
prfl.0091.03	menu.dshd.0091.01.hspa_mobility.02	2	menu.dshd.0091.01.hspa_mobility
prfl.0091.03	menu.dshd.0091.01.hard_handover	3	menu.0091.mobility
prfl.0091.03	menu.dshd.0091.01.hard_handover.01	1	menu.dshd.0091.01.hard_handover
prfl.0091.03	menu.dshd.0091.01.hard_handover.02	2	menu.dshd.0091.01.hard_handover
prfl.0091.03	menu.dshd.0091.01.compressed_mode	4	menu.0091.mobility
prfl.0091.03	menu.dshd.0091.01.compressed_mode.01	1	menu.dshd.0091.01.compressed_mode
prfl.0091.03	menu.dshd.0091.01.compressed_mode.02	2	menu.dshd.0091.01.compressed_mode
prfl.0091.03	menu.0091.mobility	3	0
