id_profile	profile_name	profile_type	client_type	profile_to_menu
prfl.0091.01	Astellia Administrator	admin	protected	menu.01.0001-menu.01.0001.01-menu.01.0001.02-menu.01.0001.03-menu.01.0001.04-menu.01.0002-menu.01.0002.01-menu.01.0002.08-menu.01.0002.11-menu.01.0002.02-menu.01.0002.09-menu.01.0002.03-menu.01.0002.04-menu.01.0002.06-menu.01.0002.07-menu.01.0002.10-menu.01.0003-menu.01.0003.01-menu.01.0003.02-menu.01.0003.03-menu.01.0004-menu.01.0004.01-menu.01.0004.02-menu.01.0004.03-menu.01.0005-menu.01.0005.01-menu.01.0006-menu.01.0006.01-menu.01.0006.02-menu.01.0006.03-menu.01.0006.04-menu.01.0007-menu.01.0007.01-menu.01.0008-menu.01.0008.01-menu.01.0008.02-menu.01.0008.03-menu.01.0008.04-menu.01.0008.05-menu.01.0009-menu.01.0009.01-menu.01.0009.02-menu.01.0009.03-menu.01.0009.04-menu.01.0010-menu.01.0010.01-menu.01.0010.02-menu.01.0010.04-menu.01.0010.03
prfl.0091.02	AdminProfile	admin		menu.01.0001-menu.01.0001.01-menu.01.0001.02-menu.01.0001.03-menu.01.0002-menu.01.0002.01-menu.01.0002.08-menu.01.0002.03-menu.01.0002.04-menu.01.0002.06-menu.01.0002.07-menu.01.0003-menu.01.0003.01-menu.01.0003.02-menu.01.0003.03-menu.01.0004-menu.01.0004.01-menu.01.0004.02-menu.01.0004.03-menu.01.0005-menu.01.0005.01-menu.01.0006-menu.01.0006.01-menu.01.0006.02-menu.01.0006.03-menu.01.0006.04-menu.01.0007-menu.01.0007.01-menu.01.0008-menu.01.0008.01-menu.01.0008.02-menu.01.0008.03-menu.01.0008.04-menu.01.0008.05-menu.01.0009-menu.01.0009.01-menu.01.0009.02-menu.01.0009.03-menu.01.0009.04-menu.01.0010-menu.01.0010.01-menu.01.0010.02-menu.01.0010.04-menu.01.0010.03
prfl.0091.03	UserProfile	user		menu.01.0010-menu.01.0010.01-menu.01.0010.02-menu.01.0010.04-menu.01.0010.03-menu.02.0001-menu.02.0002-menu.02.0002.01-menu.02.0002.02-menu.02.0002.03-menu.02.0003-menu.02.0003.05-menu.02.0003.01-menu.02.0003.02-menu.02.0003.03-menu.02.0003.04-menu.0091.rrc_and_rab-menu.dshd.0091.01.call_setup_success_rate-menu.dshd.0091.01.call_setup_success_rate.01-menu.dshd.0091.01.call_setup_success_rate.02-menu.dshd.0091.01.call_drop_rate-menu.dshd.0091.01.call_drop_rate.01-menu.dshd.0091.01.call_drop_rate.02-menu.dshd.0091.01.rrc_connection-menu.dshd.0091.01.rrc_connection.01-menu.dshd.0091.01.rrc_connection.02-menu.dshd.0091.01.rab_setup_and_drop-menu.dshd.0091.01.rab_setup_and_drop.01-menu.dshd.0091.01.rab_setup_and_drop.02-menu.dshd.0091.01.hspa_rab_setup_and_drop-menu.dshd.0091.01.hspa_rab_setup_and_drop.01-menu.dshd.0091.01.hspa_rab_setup_and_drop.02-menu.dshd.0091.01.reconfiguration-menu.dshd.0091.01.reconfiguration.01-menu.dshd.0091.01.reconfiguration.02-menu.0091.cell_resources-menu.dshd.0091.01.cell_availability-menu.dshd.0091.01.cell_availability.01-menu.dshd.0091.01.cell_availability.02-menu.dshd.0091.01.cell_load-menu.dshd.0091.01.cell_load.01-menu.dshd.0091.01.cell_load.02-menu.dshd.0091.01.cell_measurements-menu.dshd.0091.01.cell_measurements.01-menu.dshd.0091.01.cell_measurements.02-menu.0091.rlc_performance_and_traffic-menu.dshd.0091.01.traffic-menu.dshd.0091.01.traffic.01-menu.dshd.0091.01.traffic.02-menu.0091.mobility-menu.dshd.0091.01.soft_handover-menu.dshd.0091.01.soft_handover.01-menu.dshd.0091.01.soft_handover.02-menu.dshd.0091.01.hspa_mobility-menu.dshd.0091.01.hspa_mobility.01-menu.dshd.0091.01.hspa_mobility.02-menu.dshd.0091.01.hard_handover-menu.dshd.0091.01.hard_handover.01-menu.dshd.0091.01.hard_handover.02-menu.dshd.0091.01.compressed_mode-menu.dshd.0091.01.compressed_mode.01-menu.dshd.0091.01.compressed_mode.02
