RNCs;Cells Label;Cells
BHERNC6;USM01J;BHERNC6_USM01J
BHERNC6;USM01I;BHERNC6_USM01I
BHERNC6;USM01H;BHERNC6_USM01H
BHERNC6;USM01G;BHERNC6_USM01G
BHERNC6;USM01C;BHERNC6_USM01C
BHERNC6;USM01B;BHERNC6_USM01B
BHERNC6;USM01A;BHERNC6_USM01A
BHERNC6;UBA01L;BHERNC6_UBA01L
BHERNC6;UBA01K;BHERNC6_UBA01K
BHERNC6;UBA01J;BHERNC6_UBA01J
BHERNC6;UBA01I;BHERNC6_UBA01I
BHERNC6;UBA01H;BHERNC6_UBA01H
BHERNC6;UBA01G;BHERNC6_UBA01G
BHERNC6;UKO01P;BHERNC6_UKO01P
BHERNC6;UKO01N;BHERNC6_UKO01N
BHERNC6;UKO01M;BHERNC6_UKO01M
BHERNC6;UKO01L;BHERNC6_UKO01L
BHERNC6;UKO01K;BHERNC6_UKO01K
BHERNC6;UKO01J;BHERNC6_UKO01J
BHERNC6;UKO01I;BHERNC6_UKO01I
BHERNC6;UKO01H;BHERNC6_UKO01H
BHERNC6;UKO01G;BHERNC6_UKO01G
BHERNC6;UNG08P;BHERNC6_UNG08P
BHERNC6;UNG08N;BHERNC6_UNG08N
BHERNC6;UNG08M;BHERNC6_UNG08M
BHERNC6;UNG08L;BHERNC6_UNG08L
BHERNC6;UNG08K;BHERNC6_UNG08K
BHERNC6;UNG08J;BHERNC6_UNG08J
BHERNC6;UNG08I;BHERNC6_UNG08I
BHERNC6;UNG08H;BHERNC6_UNG08H
BHERNC6;UNG08G;BHERNC6_UNG08G
BHERNC6;UNG08C;BHERNC6_UNG08C
BHERNC6;UNG08B;BHERNC6_UNG08B
BHERNC6;UNG08A;BHERNC6_UNG08A
BHERNC6;UKN01P;BHERNC6_UKN01P
BHERNC6;UKN01N;BHERNC6_UKN01N
BHERNC6;UKN01M;BHERNC6_UKN01M
BHERNC6;UKN01L;BHERNC6_UKN01L
BHERNC6;UKN01K;BHERNC6_UKN01K
BHERNC6;UKN01J;BHERNC6_UKN01J
BHERNC6;UKN01I;BHERNC6_UKN01I
BHERNC6;UKN01H;BHERNC6_UKN01H
BHERNC6;UKN01G;BHERNC6_UKN01G
BHERNC6;UKN01C;BHERNC6_UKN01C
BHERNC6;UKN01B;BHERNC6_UKN01B
BHERNC6;UKN01A;BHERNC6_UKN01A
BHERNC6;UOK02G;BHERNC6_UOK02G
BHERNC6;UOK01L;BHERNC6_UOK01L
BHERNC6;UOK01K;BHERNC6_UOK01K
BHERNC6;UOK01J;BHERNC6_UOK01J
BHERNC6;UOK01I;BHERNC6_UOK01I
BHERNC6;UOK01H;BHERNC6_UOK01H
BHERNC6;UOK01G;BHERNC6_UOK01G
BHERNC6;UOK01C;BHERNC6_UOK01C
BHERNC6;UOK01B;BHERNC6_UOK01B
BHERNC6;UOK01A;BHERNC6_UOK01A
BHERNC6;UBI01L;BHERNC6_UBI01L
BHERNC6;UBI01K;BHERNC6_UBI01K
BHERNC6;UBI01J;BHERNC6_UBI01J
BHERNC6;UBI01I;BHERNC6_UBI01I
BHERNC6;UBI01H;BHERNC6_UBI01H
BHERNC6;UBI01G;BHERNC6_UBI01G
BHERNC6;UBI01C;BHERNC6_UBI01C
BHERNC6;UBI01B;BHERNC6_UBI01B
BHERNC6;UBI01A;BHERNC6_UBI01A
BHERNC6;UPC01P;BHERNC6_UPC01P
BHERNC6;UPC01N;BHERNC6_UPC01N
BHERNC6;UPC01M;BHERNC6_UPC01M
BHERNC6;UPC01L;BHERNC6_UPC01L
BHERNC6;UPC01K;BHERNC6_UPC01K
BHERNC6;UPC01J;BHERNC6_UPC01J
BHERNC6;UPC01I;BHERNC6_UPC01I
BHERNC6;UPC01H;BHERNC6_UPC01H
BHERNC6;UPC01G;BHERNC6_UPC01G
BHERNC6;UPC01C;BHERNC6_UPC01C
BHERNC6;UPC01B;BHERNC6_UPC01B
BHERNC6;UPC01A;BHERNC6_UPC01A
BHERNC6;UCN01G;BHERNC6_UCN01G
BHERNC6;UDG34C;BHERNC6_UDG34C
BHERNC6;UDG34B;BHERNC6_UDG34B
BHERNC6;UDG34A;BHERNC6_UDG34A
BHERNC6;UDG16P;BHERNC6_UDG16P
BHERNC6;UDG16N;BHERNC6_UDG16N
BHERNC6;UDG16M;BHERNC6_UDG16M
BHERNC6;UDG16L;BHERNC6_UDG16L
BHERNC6;UDG16K;BHERNC6_UDG16K
BHERNC6;UDG16J;BHERNC6_UDG16J
BHERNC6;UDG16I;BHERNC6_UDG16I
BHERNC6;UDG16H;BHERNC6_UDG16H
BHERNC6;UDG16G;BHERNC6_UDG16G
BHERNC6;UDG16C;BHERNC6_UDG16C
BHERNC6;UDG16B;BHERNC6_UDG16B
BHERNC6;UDG16A;BHERNC6_UDG16A
BHERNC6;UDG15P;BHERNC6_UDG15P
BHERNC6;UDG15L;BHERNC6_UDG15L
BHERNC6;UDG15I;BHERNC6_UDG15I
BHERNC6;UDG15C;BHERNC6_UDG15C
BHERNC6;UDG15B;BHERNC6_UDG15B
BHERNC6;UDG15A;BHERNC6_UDG15A
BHERNC6;UDG14P;BHERNC6_UDG14P
BHERNC6;UDG14N;BHERNC6_UDG14N
BHERNC6;UDG14M;BHERNC6_UDG14M
BHERNC6;UDG14L;BHERNC6_UDG14L
BHERNC6;UDG14K;BHERNC6_UDG14K
BHERNC6;UDG14J;BHERNC6_UDG14J
BHERNC6;UDG14I;BHERNC6_UDG14I
BHERNC6;UDG14H;BHERNC6_UDG14H
BHERNC6;UDG14G;BHERNC6_UDG14G
BHERNC6;UDG14C;BHERNC6_UDG14C
BHERNC6;UDG14B;BHERNC6_UDG14B
BHERNC6;UDG14A;BHERNC6_UDG14A
BHERNC6;UDG12G;BHERNC6_UDG12G
BHERNC6;UDG11P;BHERNC6_UDG11P
BHERNC6;UDG11N;BHERNC6_UDG11N
BHERNC6;UDG11M;BHERNC6_UDG11M
BHERNC6;UDG11L;BHERNC6_UDG11L
BHERNC6;UDG11K;BHERNC6_UDG11K
BHERNC6;UDG11J;BHERNC6_UDG11J
BHERNC6;UDG11I;BHERNC6_UDG11I
BHERNC6;UDG11H;BHERNC6_UDG11H
BHERNC6;UDG11G;BHERNC6_UDG11G
BHERNC6;UDG11C;BHERNC6_UDG11C
BHERNC6;UDG11B;BHERNC6_UDG11B
BHERNC6;UDG11A;BHERNC6_UDG11A
BHERNC6;UDG09G;BHERNC6_UDG09G
BHERNC6;UDG08P;BHERNC6_UDG08P
BHERNC6;UDG08M;BHERNC6_UDG08M
BHERNC6;UDG08L;BHERNC6_UDG08L
BHERNC6;UDG08J;BHERNC6_UDG08J
BHERNC6;UDG08I;BHERNC6_UDG08I
BHERNC6;UDG08G;BHERNC6_UDG08G
BHERNC6;UDG08C;BHERNC6_UDG08C
BHERNC6;UDG08B;BHERNC6_UDG08B
BHERNC6;UDG08A;BHERNC6_UDG08A
BHERNC6;UDG07P;BHERNC6_UDG07P
BHERNC6;UDG07L;BHERNC6_UDG07L
BHERNC6;UDG07I;BHERNC6_UDG07I
BHERNC6;UDG07C;BHERNC6_UDG07C
BHERNC6;UDG07B;BHERNC6_UDG07B
BHERNC6;UDG07A;BHERNC6_UDG07A
BHERNC6;UDG06L;BHERNC6_UDG06L
BHERNC6;UDG06K;BHERNC6_UDG06K
BHERNC6;UDG06J;BHERNC6_UDG06J
BHERNC6;UDG06I;BHERNC6_UDG06I
BHERNC6;UDG06H;BHERNC6_UDG06H
BHERNC6;UDG06G;BHERNC6_UDG06G
BHERNC6;UDG04P;BHERNC6_UDG04P
BHERNC6;UDG04N;BHERNC6_UDG04N
BHERNC6;UDG04M;BHERNC6_UDG04M
BHERNC6;UDG04L;BHERNC6_UDG04L
BHERNC6;UDG04K;BHERNC6_UDG04K
BHERNC6;UDG04J;BHERNC6_UDG04J
BHERNC6;UDG04I;BHERNC6_UDG04I
BHERNC6;UDG04H;BHERNC6_UDG04H
BHERNC6;UDG04G;BHERNC6_UDG04G
BHERNC6;UDG04C;BHERNC6_UDG04C
BHERNC6;UDG04B;BHERNC6_UDG04B
BHERNC6;UDG04A;BHERNC6_UDG04A
BHERNC6;UDG03P;BHERNC6_UDG03P
BHERNC6;UDG03M;BHERNC6_UDG03M
BHERNC6;UDG03L;BHERNC6_UDG03L
BHERNC6;UDG03J;BHERNC6_UDG03J
BHERNC6;UDG03I;BHERNC6_UDG03I
BHERNC6;UDG03G;BHERNC6_UDG03G
BHERNC6;UDG03C;BHERNC6_UDG03C
BHERNC6;UDG03B;BHERNC6_UDG03B
BHERNC6;UDG03A;BHERNC6_UDG03A
BHERNC6;UDG02P;BHERNC6_UDG02P
BHERNC6;UDG02N;BHERNC6_UDG02N
BHERNC6;UDG02M;BHERNC6_UDG02M
BHERNC6;UDG02C;BHERNC6_UDG02C
BHERNC6;UDG02B;BHERNC6_UDG02B
BHERNC6;UDG02A;BHERNC6_UDG02A
BHERNC6;UDG01P;BHERNC6_UDG01P
BHERNC6;UDG01N;BHERNC6_UDG01N
BHERNC6;UDG01M;BHERNC6_UDG01M
BHERNC6;UDG01L;BHERNC6_UDG01L
BHERNC6;UDG01K;BHERNC6_UDG01K
BHERNC6;UDG01J;BHERNC6_UDG01J
BHERNC6;UDG01I;BHERNC6_UDG01I
BHERNC6;UDG01H;BHERNC6_UDG01H
BHERNC6;UDG01G;BHERNC6_UDG01G
BHERNC6;UDG01C;BHERNC6_UDG01C
BHERNC6;UDG01B;BHERNC6_UDG01B
BHERNC6;UDG01A;BHERNC6_UDG01A
BHERNC6;UPM01C;BHERNC6_UPM01C
BHERNC6;UPM01B;BHERNC6_UPM01B
BHERNC6;UPM01A;BHERNC6_UPM01A
BHERNC6;UKG02P;BHERNC6_UKG02P
BHERNC6;UKG02N;BHERNC6_UKG02N
BHERNC6;UKG02M;BHERNC6_UKG02M
BHERNC6;UKG02L;BHERNC6_UKG02L
BHERNC6;UKG02K;BHERNC6_UKG02K
BHERNC6;UKG02J;BHERNC6_UKG02J
BHERNC6;UKG02I;BHERNC6_UKG02I
BHERNC6;UKG02H;BHERNC6_UKG02H
BHERNC6;UKG02G;BHERNC6_UKG02G
BHERNC6;UKG02C;BHERNC6_UKG02C
BHERNC6;UKG02B;BHERNC6_UKG02B
BHERNC6;UKG02A;BHERNC6_UKG02A
BHERNC6;UKG01P;BHERNC6_UKG01P
BHERNC6;UKG01N;BHERNC6_UKG01N
BHERNC6;UKG01M;BHERNC6_UKG01M
BHERNC6;UKG01L;BHERNC6_UKG01L
BHERNC6;UKG01K;BHERNC6_UKG01K
BHERNC6;UKG01J;BHERNC6_UKG01J
BHERNC6;UKG01I;BHERNC6_UKG01I
BHERNC6;UKG01H;BHERNC6_UKG01H
BHERNC6;UKG01G;BHERNC6_UKG01G
BHERNC6;UKG01C;BHERNC6_UKG01C
BHERNC6;UKG01B;BHERNC6_UKG01B
BHERNC6;UKG01A;BHERNC6_UKG01A
BHERNC6;DG08N2;BHERNC6_DG08N2
BHERNC6;DG08N1;BHERNC6_DG08N1
BHERNC6;DG08K2;BHERNC6_DG08K2
BHERNC6;DG08K1;BHERNC6_DG08K1
BHERNC6;DG08H2;BHERNC6_DG08H2
BHERNC6;DG08H1;BHERNC6_DG08H1
BHERNC6;DG07N2;BHERNC6_DG07N2
BHERNC6;DG07N1;BHERNC6_DG07N1
BHERNC6;DG07M2;BHERNC6_DG07M2
BHERNC6;DG07M1;BHERNC6_DG07M1
BHERNC6;DG07K2;BHERNC6_DG07K2
BHERNC6;DG07K1;BHERNC6_DG07K1
BHERNC6;DG07J2;BHERNC6_DG07J2
BHERNC6;DG07J1;BHERNC6_DG07J1
BHERNC6;DG07H2;BHERNC6_DG07H2
BHERNC6;DG07H1;BHERNC6_DG07H1
BHERNC6;DG07G2;BHERNC6_DG07G2
BHERNC6;DG07G1;BHERNC6_DG07G1
BHERNC6;DG03N2;BHERNC6_DG03N2
BHERNC6;DG03N1;BHERNC6_DG03N1
BHERNC6;DG03K2;BHERNC6_DG03K2
BHERNC6;DG03K1;BHERNC6_DG03K1
BHERNC6;DG03H2;BHERNC6_DG03H2
BHERNC6;DG03H1;BHERNC6_DG03H1
BHERNC6;DG02L2;BHERNC6_DG02L2
BHERNC6;DG02L1;BHERNC6_DG02L1
BHERNC6;DG02K2;BHERNC6_DG02K2
BHERNC6;DG02K1;BHERNC6_DG02K1
BHERNC6;DG02J2;BHERNC6_DG02J2
BHERNC6;DG02J1;BHERNC6_DG02J1
BHERNC6;DG02I2;BHERNC6_DG02I2
BHERNC6;DG02I1;BHERNC6_DG02I1
BHERNC6;DG02H2;BHERNC6_DG02H2
BHERNC6;DG02H1;BHERNC6_DG02H1
BHERNC6;DG02G2;BHERNC6_DG02G2
BHERNC6;DG02G1;BHERNC6_DG02G1
BHERNC6;DG15N2;BHERNC6_DG15N2
BHERNC6;DG15N1;BHERNC6_DG15N1
BHERNC6;DG15M2;BHERNC6_DG15M2
BHERNC6;DG15M1;BHERNC6_DG15M1
BHERNC6;DG15K2;BHERNC6_DG15K2
BHERNC6;DG15K1;BHERNC6_DG15K1
BHERNC6;DG15J2;BHERNC6_DG15J2
BHERNC6;DG15J1;BHERNC6_DG15J1
BHERNC6;DG15H2;BHERNC6_DG15H2
BHERNC6;DG15H1;BHERNC6_DG15H1
BHERNC6;DG15G2;BHERNC6_DG15G2
BHERNC6;DG15G1;BHERNC6_DG15G1
BHERNC6;UTO01C;BHERNC6_UTO01C
BHERNC6;UTO01B;BHERNC6_UTO01B
BHERNC6;UTO01L;BHERNC6_UTO01L
BHERNC6;UTO01K;BHERNC6_UTO01K
BHERNC6;UTO01J;BHERNC6_UTO01J
BHERNC6;UTO01I;BHERNC6_UTO01I
BHERNC6;UTO01H;BHERNC6_UTO01H
BHERNC6;UTO01G;BHERNC6_UTO01G
BHERNC6;UMT01C;BHERNC6_UMT01C
BHERNC6;UMT01B;BHERNC6_UMT01B
BHERNC6;UMT01L;BHERNC6_UMT01L
BHERNC6;UMT01K;BHERNC6_UMT01K
BHERNC6;UMT01J;BHERNC6_UMT01J
BHERNC6;UMT01I;BHERNC6_UMT01I
BHERNC6;UMT01H;BHERNC6_UMT01H
BHERNC6;UMT01G;BHERNC6_UMT01G
BHERNC6;UMT04C;BHERNC6_UMT04C
BHERNC6;UMT04B;BHERNC6_UMT04B
BHERNC6;UMT04A;BHERNC6_UMT04A
BHERNC6;UMT04L;BHERNC6_UMT04L
BHERNC6;UMT04K;BHERNC6_UMT04K
BHERNC6;UMT04J;BHERNC6_UMT04J
BHERNC6;UMT04I;BHERNC6_UMT04I
BHERNC6;UMT04H;BHERNC6_UMT04H
BHERNC6;UBO01P;BHERNC6_UBO01P
BHERNC6;UBO01N;BHERNC6_UBO01N
BHERNC6;UBO01M;BHERNC6_UBO01M
BHERNC6;UBO01L;BHERNC6_UBO01L
BHERNC6;UBO01K;BHERNC6_UBO01K
BHERNC6;UBO01J;BHERNC6_UBO01J
BHERNC6;UBO01I;BHERNC6_UBO01I
BHERNC6;UBO01H;BHERNC6_UBO01H
BHERNC6;UBO01G;BHERNC6_UBO01G
BHERNC6;UBO01C;BHERNC6_UBO01C
BHERNC6;UBO01B;BHERNC6_UBO01B
BHERNC6;UBO01A;BHERNC6_UBO01A
BHERNC6;UTG09P;BHERNC6_UTG09P
BHERNC6;UTG09N;BHERNC6_UTG09N
BHERNC6;UTG09M;BHERNC6_UTG09M
BHERNC6;UTG09L;BHERNC6_UTG09L
BHERNC6;UTG09K;BHERNC6_UTG09K
BHERNC6;UTG09J;BHERNC6_UTG09J
BHERNC6;UTG09I;BHERNC6_UTG09I
BHERNC6;UTG09H;BHERNC6_UTG09H
BHERNC6;UTG09G;BHERNC6_UTG09G
BHERNC6;UTG09C;BHERNC6_UTG09C
BHERNC6;UTG09B;BHERNC6_UTG09B
BHERNC6;UTG09A;BHERNC6_UTG09A
BHERNC6;UTG03L;BHERNC6_UTG03L
BHERNC6;UTG03K;BHERNC6_UTG03K
BHERNC6;UTG03J;BHERNC6_UTG03J
BHERNC6;UTG03I;BHERNC6_UTG03I
BHERNC6;UTG03H;BHERNC6_UTG03H
BHERNC6;UTG03G;BHERNC6_UTG03G
BHERNC6;UTG03C;BHERNC6_UTG03C
BHERNC6;UTG03B;BHERNC6_UTG03B
BHERNC6;UTG03A;BHERNC6_UTG03A
BHERNC6;UTG01P;BHERNC6_UTG01P
BHERNC6;UTG01N;BHERNC6_UTG01N
BHERNC6;UTG01L;BHERNC6_UTG01L
BHERNC6;UTG01K;BHERNC6_UTG01K
BHERNC6;UTG01J;BHERNC6_UTG01J
BHERNC6;UTG01I;BHERNC6_UTG01I
BHERNC6;UTG01H;BHERNC6_UTG01H
BHERNC6;UTG01G;BHERNC6_UTG01G
BHERNC6;UTG01C;BHERNC6_UTG01C
BHERNC6;UTG01B;BHERNC6_UTG01B
BHERNC6;UTG01A;BHERNC6_UTG01A
BHERNC6;UNG16P;BHERNC6_UNG16P
BHERNC6;UNG16N;BHERNC6_UNG16N
BHERNC6;UNG16M;BHERNC6_UNG16M
BHERNC6;UNG16L;BHERNC6_UNG16L
BHERNC6;UNG16K;BHERNC6_UNG16K
BHERNC6;UNG16J;BHERNC6_UNG16J
BHERNC6;UNG16I;BHERNC6_UNG16I
BHERNC6;UNG16H;BHERNC6_UNG16H
BHERNC6;UNG16G;BHERNC6_UNG16G
BHERNC6;UNG16C;BHERNC6_UNG16C
BHERNC6;UNG16B;BHERNC6_UNG16B
BHERNC6;UNG16A;BHERNC6_UNG16A
BHERNC6;UNG15P;BHERNC6_UNG15P
BHERNC6;UNG15N;BHERNC6_UNG15N
BHERNC6;UNG15M;BHERNC6_UNG15M
BHERNC6;UNG15L;BHERNC6_UNG15L
BHERNC6;UNG15K;BHERNC6_UNG15K
BHERNC6;UNG15J;BHERNC6_UNG15J
BHERNC6;UNG15I;BHERNC6_UNG15I
BHERNC6;UNG15H;BHERNC6_UNG15H
BHERNC6;UNG15G;BHERNC6_UNG15G
BHERNC6;UNG15C;BHERNC6_UNG15C
BHERNC6;UNG15B;BHERNC6_UNG15B
BHERNC6;UNG15A;BHERNC6_UNG15A
BHERNC6;UNG14P;BHERNC6_UNG14P
BHERNC6;UNG14N;BHERNC6_UNG14N
BHERNC6;UNG14M;BHERNC6_UNG14M
BHERNC6;UNG14L;BHERNC6_UNG14L
BHERNC6;UNG14K;BHERNC6_UNG14K
BHERNC6;UNG14J;BHERNC6_UNG14J
BHERNC6;UNG14I;BHERNC6_UNG14I
BHERNC6;UNG14H;BHERNC6_UNG14H
BHERNC6;UNG14G;BHERNC6_UNG14G
BHERNC6;UNG14C;BHERNC6_UNG14C
BHERNC6;UNG14B;BHERNC6_UNG14B
BHERNC6;UNG14A;BHERNC6_UNG14A
BHERNC6;UNG13P;BHERNC6_UNG13P
BHERNC6;UNG13N;BHERNC6_UNG13N
BHERNC6;UNG13M;BHERNC6_UNG13M
BHERNC6;UNG13L;BHERNC6_UNG13L
BHERNC6;UNG13K;BHERNC6_UNG13K
BHERNC6;UNG13J;BHERNC6_UNG13J
BHERNC6;UNG13I;BHERNC6_UNG13I
BHERNC6;UNG13H;BHERNC6_UNG13H
BHERNC6;UNG13G;BHERNC6_UNG13G
BHERNC6;UNG13C;BHERNC6_UNG13C
BHERNC6;UNG13B;BHERNC6_UNG13B
BHERNC6;UNG13A;BHERNC6_UNG13A
BHERNC6;UNG11P;BHERNC6_UNG11P
BHERNC6;UNG11N;BHERNC6_UNG11N
BHERNC6;UNG11M;BHERNC6_UNG11M
BHERNC6;UNG11L;BHERNC6_UNG11L
BHERNC6;UNG11K;BHERNC6_UNG11K
BHERNC6;UNG11J;BHERNC6_UNG11J
BHERNC6;UNG11I;BHERNC6_UNG11I
BHERNC6;UNG11H;BHERNC6_UNG11H
BHERNC6;UNG11G;BHERNC6_UNG11G
BHERNC6;UNG11C;BHERNC6_UNG11C
BHERNC6;UNG11B;BHERNC6_UNG11B
BHERNC6;UNG11A;BHERNC6_UNG11A
BHERNC6;UNG10P;BHERNC6_UNG10P
BHERNC6;UNG10N;BHERNC6_UNG10N
BHERNC6;UNG10M;BHERNC6_UNG10M
BHERNC6;UNG10L;BHERNC6_UNG10L
BHERNC6;UNG10K;BHERNC6_UNG10K
BHERNC6;UNG10J;BHERNC6_UNG10J
BHERNC6;UNG10I;BHERNC6_UNG10I
BHERNC6;UNG10H;BHERNC6_UNG10H
BHERNC6;UNG10G;BHERNC6_UNG10G
BHERNC6;UNG07L;BHERNC6_UNG07L
BHERNC6;UNG07K;BHERNC6_UNG07K
BHERNC6;UNG07J;BHERNC6_UNG07J
BHERNC6;UNG07I;BHERNC6_UNG07I
BHERNC6;UNG07H;BHERNC6_UNG07H
BHERNC6;UNG07G;BHERNC6_UNG07G
BHERNC6;UNG07C;BHERNC6_UNG07C
BHERNC6;UNG07B;BHERNC6_UNG07B
BHERNC6;UNG07A;BHERNC6_UNG07A
BHERNC6;UNG06P;BHERNC6_UNG06P
BHERNC6;UNG06N;BHERNC6_UNG06N
BHERNC6;UNG06M;BHERNC6_UNG06M
BHERNC6;UNG06L;BHERNC6_UNG06L
BHERNC6;UNG06K;BHERNC6_UNG06K
BHERNC6;UNG06J;BHERNC6_UNG06J
BHERNC6;UNG06I;BHERNC6_UNG06I
BHERNC6;UNG06H;BHERNC6_UNG06H
BHERNC6;UNG06G;BHERNC6_UNG06G
BHERNC6;UNG06C;BHERNC6_UNG06C
BHERNC6;UNG06B;BHERNC6_UNG06B
BHERNC6;UNG06A;BHERNC6_UNG06A
BHERNC6;UNG05P;BHERNC6_UNG05P
BHERNC6;UNG05N;BHERNC6_UNG05N
BHERNC6;UNG05M;BHERNC6_UNG05M
BHERNC6;UNG05L;BHERNC6_UNG05L
BHERNC6;UNG05K;BHERNC6_UNG05K
BHERNC6;UNG05J;BHERNC6_UNG05J
BHERNC6;UNG05I;BHERNC6_UNG05I
BHERNC6;UNG05H;BHERNC6_UNG05H
BHERNC6;UNG05G;BHERNC6_UNG05G
BHERNC6;UNG05C;BHERNC6_UNG05C
BHERNC6;UNG05B;BHERNC6_UNG05B
BHERNC6;UNG02L;BHERNC6_UNG02L
BHERNC6;UNG02K;BHERNC6_UNG02K
BHERNC6;UNG02J;BHERNC6_UNG02J
BHERNC6;UNG02I;BHERNC6_UNG02I
BHERNC6;UNG02H;BHERNC6_UNG02H
BHERNC6;UNG02G;BHERNC6_UNG02G
BHERNC6;UNG02C;BHERNC6_UNG02C
BHERNC6;UNG02B;BHERNC6_UNG02B
BHERNC6;UNG02A;BHERNC6_UNG02A
BHERNC6;UNG01P;BHERNC6_UNG01P
BHERNC6;UNG01N;BHERNC6_UNG01N
BHERNC6;UNG01M;BHERNC6_UNG01M
BHERNC6;UNG01L;BHERNC6_UNG01L
BHERNC6;UNG01K;BHERNC6_UNG01K
BHERNC6;UNG01J;BHERNC6_UNG01J
BHERNC6;UNG01I;BHERNC6_UNG01I
BHERNC6;UNG01H;BHERNC6_UNG01H
BHERNC6;UNG01G;BHERNC6_UNG01G
BHERNC6;UNG01C;BHERNC6_UNG01C
BHERNC6;UNG01B;BHERNC6_UNG01B
BHERNC6;UNG01A;BHERNC6_UNG01A
BHERNC6;UTO01A;BHERNC6_UTO01A
BHERNC6;UCB01L;BHERNC6_UCB01L
BHERNC6;UCB01K;BHERNC6_UCB01K
BHERNC6;UCB01J;BHERNC6_UCB01J
BHERNC6;UCB01I;BHERNC6_UCB01I
BHERNC6;UCB01H;BHERNC6_UCB01H
BHERNC6;UCB01G;BHERNC6_UCB01G
BHERNC6;UCB01C;BHERNC6_UCB01C
BHERNC6;UCB01B;BHERNC6_UCB01B
BHERNC6;UCB01A;BHERNC6_UCB01A
BHERNC6;UPO01L;BHERNC6_UPO01L
BHERNC6;UPO01K;BHERNC6_UPO01K
BHERNC6;UPO01J;BHERNC6_UPO01J
BHERNC6;UPO01I;BHERNC6_UPO01I
BHERNC6;UPO01H;BHERNC6_UPO01H
BHERNC6;UPO01G;BHERNC6_UPO01G
BHERNC6;UPO01C;BHERNC6_UPO01C
BHERNC6;UPO01B;BHERNC6_UPO01B
BHERNC6;UPO01A;BHERNC6_UPO01A
BHERNC6;UMT04G;BHERNC6_UMT04G
BHERNC6;UMT03L;BHERNC6_UMT03L
BHERNC6;UMT03K;BHERNC6_UMT03K
BHERNC6;UMT03J;BHERNC6_UMT03J
BHERNC6;UMT03I;BHERNC6_UMT03I
BHERNC6;UMT03H;BHERNC6_UMT03H
BHERNC6;UMT03G;BHERNC6_UMT03G
BHERNC6;UMT03C;BHERNC6_UMT03C
BHERNC6;UMT03B;BHERNC6_UMT03B
BHERNC6;UMT03A;BHERNC6_UMT03A
BHERNC6;UMT01A;BHERNC6_UMT01A
BHERNC6;UAR01G;BHERNC6_UAR01G
BHERNC6;UAR01C;BHERNC6_UAR01C
BHERNC6;UAR01B;BHERNC6_UAR01B
BHERNC6;UAR01L;BHERNC6_UAR01L
BHERNC6;UAR01K;BHERNC6_UAR01K
BHERNC6;UAR01J;BHERNC6_UAR01J
BHERNC6;UAR01I;BHERNC6_UAR01I
BHERNC6;UAR01H;BHERNC6_UAR01H
BHERNC6;UPE01C;BHERNC6_UPE01C
BHERNC6;UPE01B;BHERNC6_UPE01B
BHERNC6;UPE01A;BHERNC6_UPE01A
BHERNC6;UPE01L;BHERNC6_UPE01L
BHERNC6;UPE01K;BHERNC6_UPE01K
BHERNC6;UPE01J;BHERNC6_UPE01J
BHERNC6;UPE01I;BHERNC6_UPE01I
BHERNC6;UPE01H;BHERNC6_UPE01H
BHERNC6;UBD01L;BHERNC6_UBD01L
BHERNC6;UBD01K;BHERNC6_UBD01K
BHERNC6;UBD01J;BHERNC6_UBD01J
BHERNC6;UBD01I;BHERNC6_UBD01I
BHERNC6;UBD01H;BHERNC6_UBD01H
BHERNC6;UBD01G;BHERNC6_UBD01G
BHERNC6;UBD01C;BHERNC6_UBD01C
BHERNC6;UBD01B;BHERNC6_UBD01B
BHERNC6;UBD01A;BHERNC6_UBD01A
BHERNC6;UPI01L;BHERNC6_UPI01L
BHERNC6;UPI01K;BHERNC6_UPI01K
BHERNC6;UPI01J;BHERNC6_UPI01J
BHERNC6;UPI01I;BHERNC6_UPI01I
BHERNC6;UPI01H;BHERNC6_UPI01H
BHERNC6;UPI01G;BHERNC6_UPI01G
BHERNC6;UPI01C;BHERNC6_UPI01C
BHERNC6;UPI01B;BHERNC6_UPI01B
BHERNC6;UPI01A;BHERNC6_UPI01A
BHERNC6;USY01C;BHERNC6_USY01C
BHERNC6;USY01B;BHERNC6_USY01B
BHERNC6;USY01A;BHERNC6_USY01A
BHERNC6;UPT01C;BHERNC6_UPT01C
BHERNC6;UPT01B;BHERNC6_UPT01B
BHERNC6;UPT01A;BHERNC6_UPT01A
BHERNC6;UAG01L;BHERNC6_UAG01L
BHERNC6;UAG01K;BHERNC6_UAG01K
BHERNC6;UAG01J;BHERNC6_UAG01J
BHERNC6;UAG01I;BHERNC6_UAG01I
BHERNC6;UAG01H;BHERNC6_UAG01H
BHERNC6;UAG01G;BHERNC6_UAG01G
BHERNC6;UAG01C;BHERNC6_UAG01C
BHERNC6;UAG01B;BHERNC6_UAG01B
BHERNC6;UAG01A;BHERNC6_UAG01A
BHERNC6;UMN01N;BHERNC6_UMN01N
BHERNC6;UMN01L;BHERNC6_UMN01L
BHERNC6;UMN01K;BHERNC6_UMN01K
BHERNC6;UMN01J;BHERNC6_UMN01J
BHERNC6;UMN01I;BHERNC6_UMN01I
BHERNC6;UMN01H;BHERNC6_UMN01H
BHERNC6;UMN01G;BHERNC6_UMN01G
BHERNC6;UMN01C;BHERNC6_UMN01C
BHERNC6;UMN01B;BHERNC6_UMN01B
