RNCs;Cells Label;Cells
HOERNC1;UCO03K;HOERNC1_UCO03K
HOERNC1;UCO03J;HOERNC1_UCO03J
HOERNC1;UCO03I;HOERNC1_UCO03I
HOERNC1;UCO03H;HOERNC1_UCO03H
HOERNC1;UCO03G;HOERNC1_UCO03G
HOERNC1;UCO03C;HOERNC1_UCO03C
HOERNC1;UCO03B;HOERNC1_UCO03B
HOERNC1;UCO03A;HOERNC1_UCO03A
HOERNC1;UCO139P;HOERNC1_UCO139P
HOERNC1;UCO139N;HOERNC1_UCO139N
HOERNC1;UCO139M;HOERNC1_UCO139M
HOERNC1;UCO139L;HOERNC1_UCO139L
HOERNC1;UCO139K;HOERNC1_UCO139K
HOERNC1;UCO139J;HOERNC1_UCO139J
HOERNC1;UCO139I;HOERNC1_UCO139I
HOERNC1;UCO139H;HOERNC1_UCO139H
HOERNC1;UCO139G;HOERNC1_UCO139G
HOERNC1;UCO137P;HOERNC1_UCO137P
HOERNC1;UCO137N;HOERNC1_UCO137N
HOERNC1;UCO137M;HOERNC1_UCO137M
HOERNC1;UCO137L;HOERNC1_UCO137L
HOERNC1;UCO137K;HOERNC1_UCO137K
HOERNC1;UCO137J;HOERNC1_UCO137J
HOERNC1;UCO137I;HOERNC1_UCO137I
HOERNC1;UCO137H;HOERNC1_UCO137H
HOERNC1;UCO137G;HOERNC1_UCO137G
HOERNC1;UCO46J;HOERNC1_UCO46J
HOERNC1;UCO46K;HOERNC1_UCO46K
HOERNC1;UCO46L;HOERNC1_UCO46L
HOERNC1;CO125P2;HOERNC1_CO125P2
HOERNC1;UCO125K;HOERNC1_UCO125K
HOERNC1;UCO125J;HOERNC1_UCO125J
HOERNC1;CO125L2;HOERNC1_CO125L2
HOERNC1;UCO125H;HOERNC1_UCO125H
HOERNC1;UCO125G;HOERNC1_UCO125G
HOERNC1;UCO741M;HOERNC1_UCO741M
HOERNC1;UCO741J;HOERNC1_UCO741J
HOERNC1;UCO741G;HOERNC1_UCO741G
HOERNC1;UCO107P;HOERNC1_UCO107P
HOERNC1;UCO107N;HOERNC1_UCO107N
HOERNC1;UCO107M;HOERNC1_UCO107M
HOERNC1;CO107G1;HOERNC1_CO107G1
HOERNC1;CO107H1;HOERNC1_CO107H1
HOERNC1;CO107I1;HOERNC1_CO107I1
HOERNC1;CO107G2;HOERNC1_CO107G2
HOERNC1;CO107H2;HOERNC1_CO107H2
HOERNC1;CO107I2;HOERNC1_CO107I2
HOERNC1;UCO106P;HOERNC1_UCO106P
HOERNC1;UCO106N;HOERNC1_UCO106N
HOERNC1;CO106M1;HOERNC1_CO106M1
HOERNC1;UCO106L;HOERNC1_UCO106L
HOERNC1;UCO106K;HOERNC1_UCO106K
HOERNC1;CO106J1;HOERNC1_CO106J1
HOERNC1;UCO106I;HOERNC1_UCO106I
HOERNC1;UCO106H;HOERNC1_UCO106H
HOERNC1;CO106G1;HOERNC1_CO106G1
HOERNC1;UCO151C;HOERNC1_UCO151C
HOERNC1;UCO151B;HOERNC1_UCO151B
HOERNC1;UCO391K;HOERNC1_UCO391K
HOERNC1;UCO391J;HOERNC1_UCO391J
HOERNC1;UCO391H;HOERNC1_UCO391H
HOERNC1;UCO391G;HOERNC1_UCO391G
HOERNC1;UCO97P;HOERNC1_UCO97P
HOERNC1;UCO97N;HOERNC1_UCO97N
HOERNC1;UCO97M;HOERNC1_UCO97M
HOERNC1;UCO97L;HOERNC1_UCO97L
HOERNC1;UCO97K;HOERNC1_UCO97K
HOERNC1;UCO97J;HOERNC1_UCO97J
HOERNC1;UCO97I;HOERNC1_UCO97I
HOERNC1;UCO97H;HOERNC1_UCO97H
HOERNC1;UCO97G;HOERNC1_UCO97G
HOERNC1;UCO83P;HOERNC1_UCO83P
HOERNC1;CO83N1;HOERNC1_CO83N1
HOERNC1;UCO83M;HOERNC1_UCO83M
HOERNC1;UCO83L;HOERNC1_UCO83L
HOERNC1;CO83K1;HOERNC1_CO83K1
HOERNC1;UCO83J;HOERNC1_UCO83J
HOERNC1;UCO83I;HOERNC1_UCO83I
HOERNC1;CO83H1;HOERNC1_CO83H1
HOERNC1;UCO83G;HOERNC1_UCO83G
HOERNC1;UCO79P;HOERNC1_UCO79P
HOERNC1;UCO79N;HOERNC1_UCO79N
HOERNC1;CO79M1;HOERNC1_CO79M1
HOERNC1;UCO66P;HOERNC1_UCO66P
HOERNC1;UCO66N;HOERNC1_UCO66N
HOERNC1;UCO66M;HOERNC1_UCO66M
HOERNC1;UCO66L;HOERNC1_UCO66L
HOERNC1;UCO66K;HOERNC1_UCO66K
HOERNC1;UCO66J;HOERNC1_UCO66J
HOERNC1;UCO66I;HOERNC1_UCO66I
HOERNC1;UCO66H;HOERNC1_UCO66H
HOERNC1;UCO66G;HOERNC1_UCO66G
HOERNC1;UCO66C;HOERNC1_UCO66C
HOERNC1;UCO66B;HOERNC1_UCO66B
HOERNC1;UCO66A;HOERNC1_UCO66A
HOERNC1;UCO47A;HOERNC1_UCO47A
HOERNC1;UCO47B;HOERNC1_UCO47B
HOERNC1;UCO47C;HOERNC1_UCO47C
HOERNC1;USE08M;HOERNC1_USE08M
HOERNC1;USE08N;HOERNC1_USE08N
HOERNC1;USE08P;HOERNC1_USE08P
HOERNC1;CO68XA;HOERNC1_CO68XA
HOERNC1;CO68XG;HOERNC1_CO68XG
HOERNC1;CO68XJ;HOERNC1_CO68XJ
HOERNC1;UCO57P;HOERNC1_UCO57P
HOERNC1;UCO57N;HOERNC1_UCO57N
HOERNC1;UCO57M;HOERNC1_UCO57M
HOERNC1;UCO57L;HOERNC1_UCO57L
HOERNC1;UCO57K;HOERNC1_UCO57K
HOERNC1;UCO57J;HOERNC1_UCO57J
HOERNC1;UCO57I;HOERNC1_UCO57I
HOERNC1;UCO57H;HOERNC1_UCO57H
HOERNC1;UCO57G;HOERNC1_UCO57G
HOERNC1;UCO57C;HOERNC1_UCO57C
HOERNC1;UCO57B;HOERNC1_UCO57B
HOERNC1;UCO57A;HOERNC1_UCO57A
HOERNC1;UCO49L;HOERNC1_UCO49L
HOERNC1;UCO49K;HOERNC1_UCO49K
HOERNC1;CO49M1;HOERNC1_CO49M1
HOERNC1;UCO49I;HOERNC1_UCO49I
HOERNC1;UCO49H;HOERNC1_UCO49H
HOERNC1;CO49J1;HOERNC1_CO49J1
HOERNC1;UCO49C;HOERNC1_UCO49C
HOERNC1;UCO49B;HOERNC1_UCO49B
HOERNC1;UCO49A;HOERNC1_UCO49A
HOERNC1;CO38N2;HOERNC1_CO38N2
HOERNC1;UCO40N;HOERNC1_UCO40N
HOERNC1;UCO40M;HOERNC1_UCO40M
HOERNC1;CO38K2;HOERNC1_CO38K2
HOERNC1;UCO40K;HOERNC1_UCO40K
HOERNC1;UCO40J;HOERNC1_UCO40J
HOERNC1;CO38H2;HOERNC1_CO38H2
HOERNC1;UCO40H;HOERNC1_UCO40H
HOERNC1;UCO40G;HOERNC1_UCO40G
HOERNC1;UCO40C;HOERNC1_UCO40C
HOERNC1;UCO40B;HOERNC1_UCO40B
HOERNC1;UCO40A;HOERNC1_UCO40A
HOERNC1;UCO39P;HOERNC1_UCO39P
HOERNC1;UCO39N;HOERNC1_UCO39N
HOERNC1;CO138N1;HOERNC1_CO138N1
HOERNC1;UCO39L;HOERNC1_UCO39L
HOERNC1;UCO39K;HOERNC1_UCO39K
HOERNC1;CO138K1;HOERNC1_CO138K1
HOERNC1;UCO39I;HOERNC1_UCO39I
HOERNC1;UCO39H;HOERNC1_UCO39H
HOERNC1;CO138H1;HOERNC1_CO138H1
HOERNC1;UCO39C;HOERNC1_UCO39C
HOERNC1;UCO39B;HOERNC1_UCO39B
HOERNC1;CO138N2;HOERNC1_CO138N2
HOERNC1;UCO31P;HOERNC1_UCO31P
HOERNC1;UCO31N;HOERNC1_UCO31N
HOERNC1;UCO31M;HOERNC1_UCO31M
HOERNC1;UCO31L;HOERNC1_UCO31L
HOERNC1;UCO31K;HOERNC1_UCO31K
HOERNC1;UCO31J;HOERNC1_UCO31J
HOERNC1;UCO31I;HOERNC1_UCO31I
HOERNC1;UCO31H;HOERNC1_UCO31H
HOERNC1;UCO31G;HOERNC1_UCO31G
HOERNC1;UCO31C;HOERNC1_UCO31C
HOERNC1;CO138K2;HOERNC1_CO138K2
HOERNC1;UCO31A;HOERNC1_UCO31A
HOERNC1;UCO11L;HOERNC1_UCO11L
HOERNC1;UCO11K;HOERNC1_UCO11K
HOERNC1;UCO11J;HOERNC1_UCO11J
HOERNC1;UCO11I;HOERNC1_UCO11I
HOERNC1;UCO11H;HOERNC1_UCO11H
HOERNC1;UCO11G;HOERNC1_UCO11G
HOERNC1;CO108N1;HOERNC1_CO108N1
HOERNC1;CO108K1;HOERNC1_CO108K1
HOERNC1;UCO10M;HOERNC1_UCO10M
HOERNC1;UCO10L;HOERNC1_UCO10L
HOERNC1;UCO10K;HOERNC1_UCO10K
HOERNC1;UCO10J;HOERNC1_UCO10J
HOERNC1;UCO10I;HOERNC1_UCO10I
HOERNC1;UCO10H;HOERNC1_UCO10H
HOERNC1;UCO10G;HOERNC1_UCO10G
HOERNC1;UCO01C;HOERNC1_UCO01C
HOERNC1;UCO01B;HOERNC1_UCO01B
HOERNC1;UCO01A;HOERNC1_UCO01A
HOERNC1;UCO01L;HOERNC1_UCO01L
HOERNC1;UCO01K;HOERNC1_UCO01K
HOERNC1;UCO01J;HOERNC1_UCO01J
HOERNC1;UCO01I;HOERNC1_UCO01I
HOERNC1;UCO01H;HOERNC1_UCO01H
HOERNC1;UCO01G;HOERNC1_UCO01G
HOERNC1;UCO151J;HOERNC1_UCO151J
HOERNC1;UCO150G;HOERNC1_UCO150G
HOERNC1;UCO571K;HOERNC1_UCO571K
HOERNC1;UCO571J;HOERNC1_UCO571J
HOERNC1;UCO571H;HOERNC1_UCO571H
HOERNC1;UCO571G;HOERNC1_UCO571G
HOERNC1;UCO831G;HOERNC1_UCO831G
HOERNC1;UCO831H;HOERNC1_UCO831H
HOERNC1;UCO831J;HOERNC1_UCO831J
HOERNC1;UCO831K;HOERNC1_UCO831K
HOERNC1;UCO150H;HOERNC1_UCO150H
HOERNC1;UCO150I;HOERNC1_UCO150I
HOERNC1;UCO129L;HOERNC1_UCO129L
HOERNC1;UCO129K;HOERNC1_UCO129K
HOERNC1;UCO129J;HOERNC1_UCO129J
HOERNC1;UCO129I;HOERNC1_UCO129I
HOERNC1;UCO129H;HOERNC1_UCO129H
HOERNC1;UCO129G;HOERNC1_UCO129G
HOERNC1;UCO124L;HOERNC1_UCO124L
HOERNC1;UCO124K;HOERNC1_UCO124K
HOERNC1;UCO124J;HOERNC1_UCO124J
HOERNC1;UCO124I;HOERNC1_UCO124I
HOERNC1;UCO124H;HOERNC1_UCO124H
HOERNC1;UCO124G;HOERNC1_UCO124G
HOERNC1;UCO105P;HOERNC1_UCO105P
HOERNC1;UCO105N;HOERNC1_UCO105N
HOERNC1;UCO105M;HOERNC1_UCO105M
HOERNC1;UCO105L;HOERNC1_UCO105L
HOERNC1;UCO105K;HOERNC1_UCO105K
HOERNC1;UCO105J;HOERNC1_UCO105J
HOERNC1;UCO105I;HOERNC1_UCO105I
HOERNC1;UCO105H;HOERNC1_UCO105H
HOERNC1;UCO105G;HOERNC1_UCO105G
HOERNC1;UCO101P;HOERNC1_UCO101P
HOERNC1;UCO101N;HOERNC1_UCO101N
HOERNC1;UCO101M;HOERNC1_UCO101M
HOERNC1;CO101G1;HOERNC1_CO101G1
HOERNC1;CO101H1;HOERNC1_CO101H1
HOERNC1;CO101I1;HOERNC1_CO101I1
HOERNC1;CO101G2;HOERNC1_CO101G2
HOERNC1;CO101H2;HOERNC1_CO101H2
HOERNC1;CO101I2;HOERNC1_CO101I2
HOERNC1;UCO79L;HOERNC1_UCO79L
HOERNC1;UCO79K;HOERNC1_UCO79K
HOERNC1;CO79J1;HOERNC1_CO79J1
HOERNC1;UCO79I;HOERNC1_UCO79I
HOERNC1;UCO79H;HOERNC1_UCO79H
HOERNC1;CO79G1;HOERNC1_CO79G1
HOERNC1;UCO150J;HOERNC1_UCO150J
HOERNC1;UCO211J;HOERNC1_UCO211J
HOERNC1;UCO211G;HOERNC1_UCO211G
HOERNC1;UCO87P;HOERNC1_UCO87P
HOERNC1;UCO87N;HOERNC1_UCO87N
HOERNC1;UCO87M;HOERNC1_UCO87M
HOERNC1;UCO87L;HOERNC1_UCO87L
HOERNC1;UCO87K;HOERNC1_UCO87K
HOERNC1;UCO87J;HOERNC1_UCO87J
HOERNC1;UCO87I;HOERNC1_UCO87I
HOERNC1;UCO87H;HOERNC1_UCO87H
HOERNC1;UCO87G;HOERNC1_UCO87G
HOERNC1;UCO70P;HOERNC1_UCO70P
HOERNC1;UCO70N;HOERNC1_UCO70N
HOERNC1;UCO70M;HOERNC1_UCO70M
HOERNC1;UCO70L;HOERNC1_UCO70L
HOERNC1;UCO70K;HOERNC1_UCO70K
HOERNC1;UCO70J;HOERNC1_UCO70J
HOERNC1;UCO70I;HOERNC1_UCO70I
HOERNC1;UCO70H;HOERNC1_UCO70H
HOERNC1;UCO70G;HOERNC1_UCO70G
HOERNC1;UCO70C;HOERNC1_UCO70C
HOERNC1;UCO70B;HOERNC1_UCO70B
HOERNC1;UCO70A;HOERNC1_UCO70A
HOERNC1;UCO63P;HOERNC1_UCO63P
HOERNC1;CO63N1;HOERNC1_CO63N1
HOERNC1;UCO63M;HOERNC1_UCO63M
HOERNC1;UCO63L;HOERNC1_UCO63L
HOERNC1;CO63K1;HOERNC1_CO63K1
HOERNC1;UCO63J;HOERNC1_UCO63J
HOERNC1;UCO63I;HOERNC1_UCO63I
HOERNC1;CO63H1;HOERNC1_CO63H1
HOERNC1;UCO63G;HOERNC1_UCO63G
HOERNC1;UCO62C;HOERNC1_UCO62C
HOERNC1;UCO62B;HOERNC1_UCO62B
HOERNC1;UCO62A;HOERNC1_UCO62A
HOERNC1;UCO62L;HOERNC1_UCO62L
HOERNC1;UCO62K;HOERNC1_UCO62K
HOERNC1;UCO62J;HOERNC1_UCO62J
HOERNC1;UCO62I;HOERNC1_UCO62I
HOERNC1;UCO62H;HOERNC1_UCO62H
HOERNC1;UCO62G;HOERNC1_UCO62G
HOERNC1;UCO21P;HOERNC1_UCO21P
HOERNC1;UCO21N;HOERNC1_UCO21N
HOERNC1;UCO21M;HOERNC1_UCO21M
HOERNC1;UCO21L;HOERNC1_UCO21L
HOERNC1;UCO21K;HOERNC1_UCO21K
HOERNC1;UCO21J;HOERNC1_UCO21J
HOERNC1;UCO21I;HOERNC1_UCO21I
HOERNC1;UCO21H;HOERNC1_UCO21H
HOERNC1;UCO21G;HOERNC1_UCO21G
HOERNC1;UCO13P;HOERNC1_UCO13P
HOERNC1;CO108H1;HOERNC1_CO108H1
HOERNC1;CO122K2;HOERNC1_CO122K2
HOERNC1;UCO13L;HOERNC1_UCO13L
HOERNC1;UCO13K;HOERNC1_UCO13K
HOERNC1;UCO13J;HOERNC1_UCO13J
HOERNC1;UCO13I;HOERNC1_UCO13I
HOERNC1;UCO13H;HOERNC1_UCO13H
HOERNC1;UCO13G;HOERNC1_UCO13G
HOERNC1;UCO13C;HOERNC1_UCO13C
HOERNC1;UCO13B;HOERNC1_UCO13B
HOERNC1;UCO13A;HOERNC1_UCO13A
HOERNC1;CO07L1;HOERNC1_CO07L1
HOERNC1;CO07K1;HOERNC1_CO07K1
HOERNC1;CO07J1;HOERNC1_CO07J1
HOERNC1;CO07I1;HOERNC1_CO07I1
HOERNC1;CO07H1;HOERNC1_CO07H1
HOERNC1;CO07G1;HOERNC1_CO07G1
HOERNC1;CO07L2;HOERNC1_CO07L2
HOERNC1;CO07K2;HOERNC1_CO07K2
HOERNC1;CO07J2;HOERNC1_CO07J2
HOERNC1;UCO144P;HOERNC1_UCO144P
HOERNC1;CO144N1;HOERNC1_CO144N1
HOERNC1;UCO144M;HOERNC1_UCO144M
HOERNC1;UCO144L;HOERNC1_UCO144L
HOERNC1;CO144K1;HOERNC1_CO144K1
HOERNC1;UCO144J;HOERNC1_UCO144J
HOERNC1;UCO144I;HOERNC1_UCO144I
HOERNC1;CO144H1;HOERNC1_CO144H1
HOERNC1;UCO144G;HOERNC1_UCO144G
HOERNC1;CO122H2;HOERNC1_CO122H2
HOERNC1;CO138H2;HOERNC1_CO138H2
HOERNC1;CO24L2;HOERNC1_CO24L2
HOERNC1;UCO138L;HOERNC1_UCO138L
HOERNC1;CO031J2;HOERNC1_CO031J2
HOERNC1;UCO138J;HOERNC1_UCO138J
HOERNC1;UCO138I;HOERNC1_UCO138I
HOERNC1;CO031G2;HOERNC1_CO031G2
HOERNC1;UCO138G;HOERNC1_UCO138G
HOERNC1;UCO132C;HOERNC1_UCO132C
HOERNC1;UCO132B;HOERNC1_UCO132B
HOERNC1;UCO132A;HOERNC1_UCO132A
HOERNC1;UCO132L;HOERNC1_UCO132L
HOERNC1;UCO132K;HOERNC1_UCO132K
HOERNC1;CO37I1;HOERNC1_CO37I1
HOERNC1;UCO132I;HOERNC1_UCO132I
HOERNC1;UCO132H;HOERNC1_UCO132H
HOERNC1;CO37I2;HOERNC1_CO37I2
HOERNC1;UCO127P;HOERNC1_UCO127P
HOERNC1;UCO127N;HOERNC1_UCO127N
HOERNC1;CO127M1;HOERNC1_CO127M1
HOERNC1;UCO127L;HOERNC1_UCO127L
HOERNC1;UCO127K;HOERNC1_UCO127K
HOERNC1;CO127J1;HOERNC1_CO127J1
HOERNC1;UCO127I;HOERNC1_UCO127I
HOERNC1;UCO127H;HOERNC1_UCO127H
HOERNC1;CO127G1;HOERNC1_CO127G1
HOERNC1;UCO116L;HOERNC1_UCO116L
HOERNC1;UCO116K;HOERNC1_UCO116K
HOERNC1;UCO116J;HOERNC1_UCO116J
HOERNC1;UCO116I;HOERNC1_UCO116I
HOERNC1;UCO116H;HOERNC1_UCO116H
HOERNC1;UCO116G;HOERNC1_UCO116G
HOERNC1;UCO150K;HOERNC1_UCO150K
HOERNC1;UCO150L;HOERNC1_UCO150L
HOERNC1;UCO701K;HOERNC1_UCO701K
HOERNC1;UCO701J;HOERNC1_UCO701J
HOERNC1;UCO701H;HOERNC1_UCO701H
HOERNC1;UCO701G;HOERNC1_UCO701G
HOERNC1;UCO88L;HOERNC1_UCO88L
HOERNC1;UCO88K;HOERNC1_UCO88K
HOERNC1;UCO88J;HOERNC1_UCO88J
HOERNC1;UCO88I;HOERNC1_UCO88I
HOERNC1;UCO88H;HOERNC1_UCO88H
HOERNC1;UCO88G;HOERNC1_UCO88G
HOERNC1;UCO80L;HOERNC1_UCO80L
HOERNC1;UCO80K;HOERNC1_UCO80K
HOERNC1;UCO80J;HOERNC1_UCO80J
HOERNC1;UCO80I;HOERNC1_UCO80I
HOERNC1;UCO80H;HOERNC1_UCO80H
HOERNC1;UCO80G;HOERNC1_UCO80G
HOERNC1;UCO80C;HOERNC1_UCO80C
HOERNC1;UCO80B;HOERNC1_UCO80B
HOERNC1;UCO80A;HOERNC1_UCO80A
HOERNC1;UCO68P;HOERNC1_UCO68P
HOERNC1;UCO68N;HOERNC1_UCO68N
HOERNC1;UCO68M;HOERNC1_UCO68M
HOERNC1;CO68G1;HOERNC1_CO68G1
HOERNC1;CO68H1;HOERNC1_CO68H1
HOERNC1;CO68I1;HOERNC1_CO68I1
HOERNC1;CO68G2;HOERNC1_CO68G2
HOERNC1;CO68H2;HOERNC1_CO68H2
HOERNC1;CO68I2;HOERNC1_CO68I2
HOERNC1;UCO68C;HOERNC1_UCO68C
HOERNC1;UCO68B;HOERNC1_UCO68B
HOERNC1;UCO68A;HOERNC1_UCO68A
HOERNC1;UCO122M;HOERNC1_UCO122M
HOERNC1;CO24K2;HOERNC1_CO24K2
HOERNC1;UCO122P;HOERNC1_UCO122P
HOERNC1;UCO67L;HOERNC1_UCO67L
HOERNC1;UCO67K;HOERNC1_UCO67K
HOERNC1;UCO67J;HOERNC1_UCO67J
HOERNC1;UCO67I;HOERNC1_UCO67I
HOERNC1;UCO67H;HOERNC1_UCO67H
HOERNC1;UCO67G;HOERNC1_UCO67G
HOERNC1;UCO147G;HOERNC1_UCO147G
HOERNC1;UCO87C;HOERNC1_UCO87C
HOERNC1;UCO87B;HOERNC1_UCO87B
HOERNC1;UCO47L;HOERNC1_UCO47L
HOERNC1;UCO47K;HOERNC1_UCO47K
HOERNC1;UCO47J;HOERNC1_UCO47J
HOERNC1;UCO47I;HOERNC1_UCO47I
HOERNC1;UCO47H;HOERNC1_UCO47H
HOERNC1;UCO47G;HOERNC1_UCO47G
HOERNC1;UCO124M;HOERNC1_UCO124M
HOERNC1;UCO124N;HOERNC1_UCO124N
HOERNC1;UCO124P;HOERNC1_UCO124P
HOERNC1;UCO149G;HOERNC1_UCO149G
HOERNC1;UCO149H;HOERNC1_UCO149H
HOERNC1;UCO149I;HOERNC1_UCO149I
HOERNC1;UCO149J;HOERNC1_UCO149J
HOERNC1;UCO149K;HOERNC1_UCO149K
HOERNC1;UCO149L;HOERNC1_UCO149L
HOERNC1;UCO149A;HOERNC1_UCO149A
HOERNC1;UCO149B;HOERNC1_UCO149B
HOERNC1;UCO149C;HOERNC1_UCO149C
HOERNC1;UCO01P;HOERNC1_UCO01P
HOERNC1;UCO01M;HOERNC1_UCO01M
HOERNC1;CO125I2;HOERNC1_CO125I2
HOERNC1;UCO30L;HOERNC1_UCO30L
HOERNC1;UCO30K;HOERNC1_UCO30K
HOERNC1;UCO30J;HOERNC1_UCO30J
HOERNC1;UCO30I;HOERNC1_UCO30I
HOERNC1;UCO30H;HOERNC1_UCO30H
HOERNC1;UCO30G;HOERNC1_UCO30G
HOERNC1;UCO30C;HOERNC1_UCO30C
HOERNC1;UCO30B;HOERNC1_UCO30B
HOERNC1;UCO30A;HOERNC1_UCO30A
HOERNC1;UCO150A;HOERNC1_UCO150A
HOERNC1;UCO301J;HOERNC1_UCO301J
HOERNC1;UCO301G;HOERNC1_UCO301G
HOERNC1;UCO02P;HOERNC1_UCO02P
HOERNC1;UCO02N;HOERNC1_UCO02N
HOERNC1;UCO16M;HOERNC1_UCO16M
HOERNC1;UCO16L;HOERNC1_UCO16L
HOERNC1;UCO16K;HOERNC1_UCO16K
HOERNC1;UCO16J;HOERNC1_UCO16J
HOERNC1;UCO16I;HOERNC1_UCO16I
HOERNC1;UCO16H;HOERNC1_UCO16H
HOERNC1;UCO16G;HOERNC1_UCO16G
HOERNC1;UCO16C;HOERNC1_UCO16C
HOERNC1;UCO16B;HOERNC1_UCO16B
HOERNC1;UCO16A;HOERNC1_UCO16A
HOERNC1;UCO02L;HOERNC1_UCO02L
HOERNC1;UCO02K;HOERNC1_UCO02K
HOERNC1;UCO02J;HOERNC1_UCO02J
HOERNC1;UCO02I;HOERNC1_UCO02I
HOERNC1;UCO02H;HOERNC1_UCO02H
HOERNC1;UCO02G;HOERNC1_UCO02G
HOERNC1;UCO02C;HOERNC1_UCO02C
HOERNC1;UCO02B;HOERNC1_UCO02B
HOERNC1;UCO02A;HOERNC1_UCO02A
HOERNC1;UCO155A;HOERNC1_UCO155A
HOERNC1;UCO155B;HOERNC1_UCO155B
HOERNC1;UCO155C;HOERNC1_UCO155C
HOERNC1;UCO155G;HOERNC1_UCO155G
HOERNC1;UCO155H;HOERNC1_UCO155H
HOERNC1;UCO155I;HOERNC1_UCO155I
HOERNC1;UCO10P;HOERNC1_UCO10P
HOERNC1;UCO10N;HOERNC1_UCO10N
HOERNC1;CO111M1;HOERNC1_CO111M1
HOERNC1;UCO111L;HOERNC1_UCO111L
HOERNC1;UCO111K;HOERNC1_UCO111K
HOERNC1;CO111J1;HOERNC1_CO111J1
HOERNC1;UCO111I;HOERNC1_UCO111I
HOERNC1;UCO111H;HOERNC1_UCO111H
HOERNC1;CO111G1;HOERNC1_CO111G1
HOERNC1;UCO110P;HOERNC1_UCO110P
HOERNC1;UCO110N;HOERNC1_UCO110N
HOERNC1;UCO110M;HOERNC1_UCO110M
HOERNC1;UCO110L;HOERNC1_UCO110L
HOERNC1;UCO110K;HOERNC1_UCO110K
HOERNC1;UCO110J;HOERNC1_UCO110J
HOERNC1;UCO110I;HOERNC1_UCO110I
HOERNC1;UCO110H;HOERNC1_UCO110H
HOERNC1;UCO110G;HOERNC1_UCO110G
HOERNC1;UCO147L;HOERNC1_UCO147L
HOERNC1;UCO147K;HOERNC1_UCO147K
HOERNC1;UCO147J;HOERNC1_UCO147J
HOERNC1;UCO147I;HOERNC1_UCO147I
HOERNC1;UCO147H;HOERNC1_UCO147H
HOERNC1;UCO128M;HOERNC1_UCO128M
HOERNC1;UCO130G;HOERNC1_UCO130G
HOERNC1;UCO130H;HOERNC1_UCO130H
HOERNC1;UCO130I;HOERNC1_UCO130I
HOERNC1;UCO115G;HOERNC1_UCO115G
HOERNC1;CO134G1;HOERNC1_CO134G1
HOERNC1;CO106M2;HOERNC1_CO106M2
HOERNC1;UCO115J;HOERNC1_UCO115J
HOERNC1;CO134M2;HOERNC1_CO134M2
HOERNC1;CO106J2;HOERNC1_CO106J2
HOERNC1;UCO115M;HOERNC1_UCO115M
HOERNC1;CO134J2;HOERNC1_CO134J2
HOERNC1;CO106G2;HOERNC1_CO106G2
HOERNC1;UCO135G;HOERNC1_UCO135G
HOERNC1;UCO135H;HOERNC1_UCO135H
HOERNC1;UCO135I;HOERNC1_UCO135I
HOERNC1;UCO135J;HOERNC1_UCO135J
HOERNC1;UCO135K;HOERNC1_UCO135K
HOERNC1;UCO135L;HOERNC1_UCO135L
HOERNC1;UCO135M;HOERNC1_UCO135M
HOERNC1;UCO135N;HOERNC1_UCO135N
HOERNC1;UCO135P;HOERNC1_UCO135P
HOERNC1;UCO07A;HOERNC1_UCO07A
HOERNC1;UCO07B;HOERNC1_UCO07B
HOERNC1;UCO07C;HOERNC1_UCO07C
HOERNC1;UCO21A;HOERNC1_UCO21A
HOERNC1;UCO21B;HOERNC1_UCO21B
HOERNC1;UCO21C;HOERNC1_UCO21C
HOERNC1;UCO56A;HOERNC1_UCO56A
HOERNC1;UCO56B;HOERNC1_UCO56B
HOERNC1;UCO56C;HOERNC1_UCO56C
HOERNC1;UCO67A;HOERNC1_UCO67A
HOERNC1;UCO67B;HOERNC1_UCO67B
HOERNC1;UCO67C;HOERNC1_UCO67C
HOERNC1;UCO74A;HOERNC1_UCO74A
HOERNC1;UCO74B;HOERNC1_UCO74B
HOERNC1;UCO74C;HOERNC1_UCO74C
HOERNC1;UCO79A;HOERNC1_UCO79A
HOERNC1;UCO79B;HOERNC1_UCO79B
HOERNC1;UCO79C;HOERNC1_UCO79C
HOERNC1;UCO26A;HOERNC1_UCO26A
HOERNC1;UCO26B;HOERNC1_UCO26B
HOERNC1;UCO26C;HOERNC1_UCO26C
HOERNC1;UCO146C;HOERNC1_UCO146C
HOERNC1;UCO122A;HOERNC1_UCO122A
HOERNC1;UCO122B;HOERNC1_UCO122B
HOERNC1;UCO11A;HOERNC1_UCO11A
HOERNC1;UCO11B;HOERNC1_UCO11B
HOERNC1;UCO11C;HOERNC1_UCO11C
HOERNC1;UCO23A;HOERNC1_UCO23A
HOERNC1;UCO23B;HOERNC1_UCO23B
HOERNC1;UCO23C;HOERNC1_UCO23C
HOERNC1;UCO24A;HOERNC1_UCO24A
HOERNC1;UCO24B;HOERNC1_UCO24B
HOERNC1;UCO24C;HOERNC1_UCO24C
HOERNC1;UCO32A;HOERNC1_UCO32A
HOERNC1;UCO32B;HOERNC1_UCO32B
HOERNC1;UCO32C;HOERNC1_UCO32C
HOERNC1;UCO38A;HOERNC1_UCO38A
HOERNC1;UCO38B;HOERNC1_UCO38B
HOERNC1;UCO38C;HOERNC1_UCO38C
HOERNC1;UCO10A;HOERNC1_UCO10A
HOERNC1;UCO10B;HOERNC1_UCO10B
